ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.06 [],112.28,12.280000000000001,80,100
ROI.06 [],119.788,19.787999999999997,80,100
ROI.09 [],50.28,0.28000000000000114,30,50
ROI.09 [],62.288,12.287999999999997,30,50
ROI.09 [],64.778,14.778000000000006,30,50
ROI.09 [],67.279,17.278999999999996,30,50
ROI.09 [],76.777,26.777,30,50
ROI.09 [],82.788,32.788,30,50
ROI.09 [],85.777,35.777,30,50
ROI.09 [],88.778,38.778000000000006,30,50
ROI.09 [],93.284,43.284000000000006,30,50
ROI.09 [],101.278,1.2780000000000058,80,100
ROI.09 [],143.777,43.77699999999999,80,100
ROI.09 [],148.778,48.77799999999999,80,100
ROI.09 [],153.284,3.283999999999992,130,150
ROI.09 [],169.778,19.77799999999999,130,150
ROI.09 [],182.278,32.27799999999999,130,150
ROI.09 [],184.289,34.28899999999999,130,150
ROI.09 [],186.778,36.77799999999999,130,150
ROI.09 [],196.789,46.78899999999999,130,150
ROI.000 [],60.29,10.29,30,50
ROI.000 [],70.278,20.278000000000006,30,50
ROI.000 [],77.778,27.778000000000006,30,50
ROI.000 [],89.278,39.278000000000006,30,50
ROI.000 [],91.288,41.288,30,50
ROI.000 [],114.792,14.792000000000002,80,100
ROI.000 [],120.277,20.277,80,100
ROI.000 [],122.778,22.778000000000006,80,100
ROI.000 [],125.284,25.284000000000006,80,100
ROI.000 [],146.778,46.77799999999999,80,100
ROI.000 [],163.777,13.776999999999987,130,150
ROI.000 [],173.785,23.784999999999997,130,150
ROI.000 [],179.278,29.27799999999999,130,150
ROI.000 [],188.777,38.77699999999999,130,150
