ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.02 [],50.277,20.277,30,50
ROI.02 [],100.286,20.286,80,100
ROI.02 [],150.279,20.278999999999996,130,150
ROI.05 [],51.279,21.279000000000003,30,50
ROI.05 [],79.277,49.277,30,50
ROI.05 [],102.276,22.275999999999996,80,100
ROI.05 [],127.278,47.278000000000006,80,100
ROI.05 [],152.778,22.77799999999999,130,150
ROI.06 [],50.277,20.277,30,50
ROI.06 [],78.278,48.278000000000006,30,50
ROI.06 [],103.277,23.277,80,100
ROI.06 [],129.777,49.77699999999999,80,100
ROI.06 [],152.778,22.77799999999999,130,150
ROI.07 [],50.277,20.277,30,50
ROI.07 [],54.778,24.778,30,50
ROI.07 [],101.788,21.787999999999997,80,100
ROI.07 [],150.279,20.278999999999996,130,150
