ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.09 [],71.786,21.786,30,50
ROI.09 [],76.277,26.277,30,50
ROI.10 [],169.778,19.77799999999999,130,150
ROI.10 [],176.778,26.77799999999999,130,150
ROI.10 [],197.785,47.785,130,150
ROI.17 [],114.777,14.777000000000001,80,100
ROI.17 [],154.777,4.776999999999987,130,150
ROI.17 [],167.777,17.776999999999987,130,150
ROI.17 [],185.783,35.78299999999999,130,150
ROI.17 [],202.776,52.77600000000001,130,150
ROI.22 [],198.276,48.27600000000001,130,150
ROI.22 [],201.295,51.29499999999999,130,150
