ROI,n_spikes,spike_times_s
ROI.17 [],5,114.777;154.777;167.777;185.783;202.776
ROI.10 [],3,169.778;176.778;197.785
ROI.09 [],2,71.786;76.277
ROI.22 [],2,198.276;201.295
