Group_A,Group_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
Ctrl,CtrlRed,1,1,1.0,7.0,1.0,ns
Ctrl,blue,1,2,1.0,2.0,1.0,ns
Ctrl,red,1,3,1.0,2.3333333333333335,1.0,ns
CtrlRed,blue,1,2,7.0,2.0,1.0,ns
CtrlRed,red,1,3,7.0,2.3333333333333335,1.0,ns
blue,red,2,3,2.0,2.3333333333333335,1.0,ns
