filename,group,replicate,n_rois,n_spiking_rois,total_spikes,status,error
20-1.csv,20,1.0,3,3,3,success,
20-2.csv,20,2.0,1,1,2,success,
20-3.csv,20,3.0,1,1,1,success,
2hz1.csv,2hz,1.0,5,5,5,success,
2hz2.csv,2hz,2.0,5,5,5,success,
2hz3.csv,2hz,3.0,5,5,5,success,
Ctrl.csv,Ctrl,1.0,0,0,0,success,
Ctrl2.csv,Ctrl,2.0,1,1,1,success,
mc_Ctrl.csv,mc_Ctrl.csv,,21,21,83,success,
mc_exp.csv,mc_exp.csv,,16,16,29,success,
