ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.B [],70.287,40.287000000000006,30,50
ROI.B [],77.777,47.777,30,50
ROI.B [],93.275,13.275000000000006,80,100
ROI.B [],123.785,43.785,80,100
ROI.B [],128.788,48.78800000000001,80,100
ROI.B [],145.776,15.77600000000001,130,150
ROI.D [],32.777,2.777000000000001,30,50
ROI.D [],57.28,27.28,30,50
ROI.D [],84.278,4.278000000000006,80,100
ROI.D [],111.288,31.287999999999997,80,100
ROI.D [],166.279,36.278999999999996,130,150
ROI.D [],189.281,59.281000000000006,130,150
ROI.D [],194.777,64.77699999999999,130,150
ROI.04 [],55.778,25.778,30,50
ROI.04 [],65.777,35.777,30,50
ROI.04 [],85.277,5.277000000000001,80,100
ROI.04 [],111.288,31.287999999999997,80,100
ROI.04 [],118.277,38.277,80,100
ROI.04 [],124.287,44.287000000000006,80,100
ROI.04 [],131.788,1.788000000000011,130,150
ROI.04 [],142.277,12.276999999999987,130,150
ROI.04 [],150.287,20.287000000000006,130,150
ROI.04 [],164.777,34.77699999999999,130,150
ROI.06 [],57.28,27.28,30,50
ROI.06 [],85.277,5.277000000000001,80,100
ROI.06 [],103.278,23.278000000000006,80,100
ROI.06 [],110.779,30.778999999999996,80,100
ROI.06 [],136.778,6.777999999999992,130,150
ROI.06 [],159.776,29.77600000000001,130,150
ROI.22 [],111.288,31.287999999999997,80,100
ROI.22 [],165.788,35.78800000000001,130,150
ROI.22 [],194.777,64.77699999999999,130,150
ROI.26 [],76.778,46.778000000000006,30,50
ROI.26 [],97.777,17.777,80,100
ROI.26 [],123.283,43.283,80,100
ROI.29 [],81.279,1.2789999999999964,80,100
ROI.29 [],93.275,13.275000000000006,80,100
ROI.29 [],103.777,23.777,80,100
ROI.30 [],69.776,39.775999999999996,30,50
ROI.30 [],74.778,44.778000000000006,30,50
ROI.30 [],97.277,17.277,80,100
ROI.30 [],113.277,33.277,80,100
ROI.30 [],125.778,45.778000000000006,80,100
ROI.30 [],132.777,2.776999999999987,130,150
ROI.30 [],146.779,16.778999999999996,130,150
ROI.30 [],152.277,22.276999999999987,130,150
ROI.30 [],162.277,32.27699999999999,130,150
ROI.30 [],171.789,41.78899999999999,130,150
ROI.30 [],179.777,49.77699999999999,130,150
ROI.31 [],147.789,17.788999999999987,130,150
