ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.03 [],5,10.225599999999998,12.283999999999999,6.668398476395961,0.0,19.787999999999997
ROI.10 [],2,4.638999999999999,4.638999999999999,4.638999999999999,0.0,9.277999999999999
ROI.11 [],1,6.786999999999999,6.786999999999999,0.0,6.786999999999999,6.786999999999999
ROI.12 [],1,0.0,0.0,0.0,0.0,0.0
ROI.13 [],1,0.0,0.0,0.0,0.0,0.0
ROI.14 [],1,6.786999999999999,6.786999999999999,0.0,6.786999999999999,6.786999999999999
ROI.15 [],1,6.786999999999999,6.786999999999999,0.0,6.786999999999999,6.786999999999999
ROI.16 [],1,6.786999999999999,6.786999999999999,0.0,6.786999999999999,6.786999999999999
ROI.17 [],1,6.786999999999999,6.786999999999999,0.0,6.786999999999999,6.786999999999999
ROI.18 [],3,0.5920000000000035,0.0,0.8372144289248772,0.0,1.7760000000000105
ROI.19 [],1,0.0,0.0,0.0,0.0,0.0
ROI.22 [],1,6.276000000000003,6.276000000000003,0.0,6.276000000000003,6.276000000000003
ROI.24 [],1,6.786999999999999,6.786999999999999,0.0,6.786999999999999,6.786999999999999
ROI.25 [],1,6.786999999999999,6.786999999999999,0.0,6.786999999999999,6.786999999999999
