ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.E [],2,22.277500000000003,22.277500000000003,10.000500000000002,12.277000000000001,32.278000000000006
ROI.09 [],2,22.031,22.031,10.753999999999998,11.277000000000001,32.785
ROI.10 [],2,22.0265,22.0265,11.249499999999998,10.777000000000001,33.275999999999996
ROI.11 [],2,20.787,20.787,10.490000000000002,10.296999999999997,31.277
ROI.12 [],2,22.033,22.033,10.245000000000005,11.787999999999997,32.278000000000006
ROI.13 [],3,20.617666666666665,19.778999999999996,8.789202517230384,10.296999999999997,31.777
ROI.14 [],3,20.78,18.286,8.153834558046908,12.277000000000001,31.777
ROI.16 [],2,23.032999999999998,23.032999999999998,10.242999999999999,12.79,33.275999999999996
ROI.17 [],3,28.44933333333334,34.28,11.192468936248558,12.79,38.278000000000006
ROI.18 [],2,23.027500000000003,23.027500000000003,10.750500000000002,12.277000000000001,33.778000000000006
ROI.19 [],4,26.785749999999997,28.782999999999994,10.47153380300613,11.787999999999997,37.789
ROI.20 [],2,22.2835,22.2835,9.493500000000001,12.79,31.777
ROI.21 [],2,21.277,21.277,10.0,11.277000000000001,31.277
