Group_A,Group_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
10s,1mW,8,1,8.36225,0.0,1.0,ns
10s,20s,8,26,8.36225,9.735615384615384,0.5674417965576367,ns
10s,2Hz,8,17,8.36225,17.628117647058822,0.18514154840675212,ns
10s,2mW,8,4,8.36225,10.405000000000001,0.7975162985919583,ns
10s,5Hz,8,8,8.36225,6.208374999999998,0.7898534698691263,ns
10s,5s,8,18,8.36225,32.19411111111111,0.02069634823744113,*
10s,Ctrl,8,17,8.36225,13.68205882352941,0.5311160908251311,ns
1mW,20s,1,26,0.0,9.735615384615384,1.0,ns
1mW,2Hz,1,17,0.0,17.628117647058822,1.0,ns
1mW,2mW,1,4,0.0,10.405000000000001,1.0,ns
1mW,5Hz,1,8,0.0,6.208374999999998,1.0,ns
1mW,5s,1,18,0.0,32.19411111111111,1.0,ns
1mW,Ctrl,1,17,0.0,13.68205882352941,1.0,ns
20s,2Hz,26,17,9.735615384615384,17.628117647058822,0.04403850174467311,*
20s,2mW,26,4,9.735615384615384,10.405000000000001,0.18131505491543987,ns
20s,5Hz,26,8,9.735615384615384,6.208374999999998,0.5579874874284787,ns
20s,5s,26,18,9.735615384615384,32.19411111111111,0.0017187687453924878,**
20s,Ctrl,26,17,9.735615384615384,13.68205882352941,0.22925361170873748,ns
2Hz,2mW,17,4,17.628117647058822,10.405000000000001,0.5591841399260753,ns
2Hz,5Hz,17,8,17.628117647058822,6.208374999999998,0.14249364487150382,ns
2Hz,5s,17,18,17.628117647058822,32.19411111111111,0.15008088346864462,ns
2Hz,Ctrl,17,17,17.628117647058822,13.68205882352941,0.42233327839495227,ns
2mW,5Hz,4,8,10.405000000000001,6.208374999999998,0.3493937114898419,ns
2mW,5s,4,18,10.405000000000001,32.19411111111111,0.1361927682702526,ns
2mW,Ctrl,4,17,10.405000000000001,13.68205882352941,0.820817126472392,ns
5Hz,5s,8,18,6.208374999999998,32.19411111111111,0.0122550390255288,*
5Hz,Ctrl,8,17,6.208374999999998,13.68205882352941,0.5340692134884979,ns
5s,Ctrl,18,17,32.19411111111111,13.68205882352941,0.052107267466663054,ns
