Parameter,Replicate,ROI,spike_time_s
10,1,10,24.277
10,1,10,111.784
10,1,11,25.277
10,2,10,113.277
20,1,10,31.778
20,1,10,72.277
20,1,13,35.788
20,1,13,158.277
20,4,3,170.778
20,4,3,194.778
20,4,13,107.287
