ROI,n_spikes,spike_times_s
ROI.000 [],31,24.277;43.777;47.778;49.278;66.288;70.289;72.276;75.278;83.287;91.276;104.789;107.277;109.284;111.294;113.278;119.777;123.287;125.277;137.276;140.788;144.776;147.776;149.280;151.277;153.287;158.778;164.277;166.277;180.277;188.278;199.277
ROI.06 [],19,21.776;24.277;48.277;49.776;55.788;73.786;75.278;85.277;88.278;90.777;106.779;116.777;138.276;144.277;147.776;149.782;169.778;174.287;199.776
