ROI,mean0,sd0,thr
ROI.02 [],-0.30432267485818454,0.10237122440016976,0.002790998342324713
ROI.03 [],0.028431108423835824,0.008904174046747116,0.05514363056407717
ROI.04 [],0.01137979818901882,0.013035474852884942,0.05048622274767364
ROI.05 [],-0.008928137195453462,0.008929388274336559,0.017860027627556216
ROI.06 [],0.012420695203167034,0.0057561403831651176,0.029689116352662387
ROI.07 [],-0.014244154574487043,0.010971051494980304,0.01866899991045387
ROI.08 [],0.023407189054635052,0.01523907760065268,0.0691244218565931
ROI.09 [],-0.011706290149870315,0.008602473470705151,0.014101130262245139
ROI.10 [],-0.016362483540201016,0.01128771232623387,0.01750065343850059
ROI.11 [],0.01584247098018916,0.010488447354290007,0.047307813043059185
ROI.12 [],0.03148170854086871,0.019180121771561223,0.08902207385555237
ROI.13 [],-0.021536049738466408,0.018828537618318632,0.03494956311648949
ROI.14 [],-0.012848197219232204,0.012723807175124198,0.025323224306140393
ROI.15 [],0.017492621036262618,0.01608744454439609,0.06575495466945089
ROI.16 [],0.023306734536135458,0.013119226926122253,0.06266441531450222
