Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.13 [],ROI.14 [],ROI.15 [],ROI.16 [],ROI.17 [],ROI.18 [],ROI.19 [],ROI.20 [],ROI.21 [],ROI.22 [],ROI.23 [],ROI.000 []
0.257,0.25997153726974603,0.5327907910130765,0.6943423099158986,0.04863350497053321,0.030825136292504614,0.04747181387305982,0.014405451208686323,0.010072706274756019,0.10171729235206096,0.16438695601136555,0.0973121685420748,0.006220048835282339,0.009369050796962266,0.009471884059147609,0.01646497762676524,0.019283826049793854,0.12130908898173563,0.03591372798797759,0.004443775516345078,0.030224191253060438,0.16071189329709554,0.09642886827522867,0.010807638183574917,0.0
0.777,0.2451235200271706,0.5323800020068656,0.6077949553731592,0.054755431390076555,0.04855121372808641,0.04084854950079043,0.01309551378011253,0.012144848493553387,0.09014560651731889,0.1524165723675265,0.08486047144298359,0.012017420114449475,0.01189704794618728,0.011892062394167631,0.015529528353529358,0.009446090704028347,0.11068644482523414,0.03009736760502588,0.008843386685206251,0.01719778958880561,0.12307804728668809,0.0836780611681218,0.015005411128564735,0.0
1.276,0.25426750907891726,0.45674059937573824,0.738304309793508,0.04745929147539755,0.030686049589712792,0.0324926442920521,0.017926335668452403,0.023055512395489326,0.08085191877797349,0.1431940278118359,0.06708466640245786,0.015398617929545558,0.00654968005836194,0.00527397285693081,0.018010924991074474,0.007165530468800216,0.10258468594738741,0.021218367938855745,0.007769372315033366,0.021443154363812004,0.10485526030801545,0.07295732075342758,0.01418217647546588,0.0
1.786,0.2507269313294638,0.36478282307713816,0.6632189217643524,0.04216364971355785,0.03358517490524416,0.03162837669012228,0.018241460530587925,0.03612359935658942,0.0762738574089596,0.1402226175067893,0.06526984287726774,0.01121968842568379,0.0024176694010733125,0.010626657989296745,0.01630440327361627,0.019159561513651446,0.0991206103243572,0.020794625501631653,0.005697166073490277,0.009752072185874325,0.10401771394904505,0.05610405223721619,0.009853260774447741,0.0
2.28,0.24823697506885511,0.43599916140933515,0.6587563208476711,0.03359717069397257,0.026327143854045592,0.027051843599546894,0.017098427392953246,0.03088334649028224,0.06786740031313354,0.13229682906476453,0.07091446475225864,0.005276323403752278,0.003033815923119372,0.011247212223533302,0.0144525505473061,0.010260416156535642,0.08678690990188034,0.022561187694269815,0.008847602213973085,0.012197739665821938,0.10003275928263147,0.05404344951849977,0.011620825535680132,0.0
2.777,0.2621354550990014,0.4310336387756167,0.7064320797407369,0.040395221204271435,0.03281819028368123,0.025764961827910292,0.0126723073007833,0.02343798392124827,0.05806042783783275,0.11636980411928492,0.08084095552761437,0.019107874586195703,0.010915196314561056,0.00953925994937661,0.02005098175845892,0.018527740043030632,0.08231184433868276,0.031979288346494744,0.008746472669401146,0.017180594838686686,0.09918747236851469,0.043211004622541724,0.011584077992574146,0.0
3.288,0.2361191259031742,0.4010858662580084,0.65802829145985,0.03328573512707696,0.025794679326708682,0.015395723328449845,0.010486130052817351,0.01847379306509573,0.05274631370553843,0.10711873049087935,0.05891974181537443,0.0005110711177818425,0.0031828939080337576,0.019547801738018733,0.01069938117745537,0.021865525242385435,0.0694775341767804,0.01623617425529867,0.008769203999071499,0.0029153981411775107,0.07833327881354954,0.04083255155537247,0.009541189215878739,0.0
3.776,0.23920593714369962,0.394033350466964,0.6108510331354275,0.023726932013817814,0.02237500791332334,0.01876457852705749,0.012048567940629116,0.01628817080379811,0.045587172819329086,0.1040921418603188,0.06569666375571115,0.01812870780030892,0.0027881635854158297,0.012760935820384518,0.00693552610068253,0.018474668141612346,0.06131002986844446,0.028442307981140266,0.007385994759158649,0.006492696369146117,0.0745014375641765,0.028966436123523634,0.0117548737793451,0.0
4.279,0.20022784259042406,0.3239871405097218,0.5312093590665469,0.02797680100552249,0.028859886743972683,0.025655476122243618,0.007281194166680096,0.015438551841632342,0.04381440583425876,0.10689234396565893,0.04717006855296791,0.005093032521083607,0.002455041134714741,0.013745760689981838,0.0074673355273641,0.012233615758711855,0.0458246310451867,0.011200314921505862,0.006721687295605428,0.0038949876220676985,0.07112536051710214,0.017822371733466975,0.008636886981591803,0.0
4.777,0.19146234210638638,0.19736540529373625,0.5690586872662603,0.023495862655641263,0.032416387003795455,0.02731978438394439,0.014118942781282912,0.01839326989701529,0.039660120622732345,0.09382528214040291,0.03691003084701921,0.003241910982494815,0.009603894211333288,0.0048920250992031105,0.01364482444914399,0.0106493551025451,0.04750274236289904,0.012965500823330348,0.005095244072118206,0.008010285143786485,0.06908188933926643,0.023847833034993965,0.01056893124908893,0.0
