Time (s),ROI.07 []
0.258,0.010826950546906437
0.786,0.007896266289682602
1.277,0.005073224762353387
1.786,0.006543629576285583
2.277,0.005446584270069738
2.777,0.006529736552091499
3.277,0.007887750958810015
3.776,0.006824630600662235
4.278,0.006240887863903059
4.784,0.005397166578509365
5.286,0.006522471591099286
5.776,0.006250741244801466
6.277,0.006162891891564965
6.778,0.0057313008254978905
7.281,0.003970750903508736
7.783,0.0037577499134004394
8.283,0.0031473711263857325
8.787,0.004186878617508352
9.277,0.003505486425325707
9.792,0.004012028283849392
10.277,0.0035447319576207914
10.777,0.004311016876469542
11.277,0.0017843682058156513
11.777,0.004606276324911437
12.277,0.0018865993099167126
12.778,0.003945732761589357
13.278,0.004049101525758697
13.778,0.00345326176466651
14.278,0.003929912427634082
14.777,0.0037030655080006504
15.288,0.0026263090455897306
15.777,0.004134001797966345
16.278,0.003059665413496569
16.778,0.004114932521491364
17.277,0.0043641766905597075
17.777,0.003980552812469804
18.278,0.0036634754429530495
18.777,0.0029090824906577674
19.277,0.0030588365286247396
19.778,0.001219697943594777
20.277,0.0005968940564282064
20.778,0.000939203551495226
21.278,0.0009206936734332516
21.777,0.0029952042760167347
22.276,0.00222483195631621
22.776,0.0008383140642298135
23.276,0.004605222633852567
23.778,0.0012243146521867558
24.279,0.0013115317391240628
24.778,0.0008264323018650404
25.277,0.00026135896009178575
25.784,0.0013406669598193335
26.276,0.0007106393106236453
26.777,0.0032433377998654293
27.277,0.006055091986509609
27.776,0.00543227805705164
28.285,0.005204791525609555
28.783,0.0035557996805732927
29.282,0.004587062891793503
29.785,0.004907122703468926
30.277,0.004711526658980415
30.775,0.004247996746651454
31.292,0.00258093728908575
31.778,0.0023913455114489644
32.277,0.0034625646388643898
32.777,0.005094044124950012
33.277,0.002905303359184774
33.778,0.0036423629723578046
34.277,0.0031496008027802336
34.777,0.0028531368236252705
35.277,0.00315724251432683
35.777,0.0036170798843251843
36.277,0.00520226758079668
36.776,0.002763573791550866
37.275,0.0024753610816005893
37.786,0.005252304153624389
38.278,0.003942524448825344
38.778,0.003894238642436273
39.278,0.00475660713252768
39.786,0.004070222828494809
40.276,0.0037956011551958622
40.776,0.0043071815694660075
41.285,0.0035712052769065945
41.777,0.00372514749177444
42.277,0.0023781868945745113
42.777,0.004409648270164132
43.286,0.001553196105086389
43.777,0.0010065529924124471
44.286,0.003933735847974205
44.778,0.004228239481952242
45.276,-0.00045733239500892977
45.776,0.0015634080051500424
46.278,0.002263737885002546
46.778,0.000571540243525113
47.277,0.0006304422655405026
47.777,0.002390172331296652
48.278,0.0024940114967218537
48.778,0.001293329806018714
49.278,0.0015692268187634407
49.779,0.0021264329119994427
50.282,0.002280815828827755
50.785,0.0022248359181361926
51.283,0.0005351294658655702
51.786,0.0018856472502890983
52.287,0.005125105286572216
52.778,0.004416242345125532
53.276,0.004330563586056463
53.778,0.0030048490202258873
54.277,0.004845234325876552
54.777,0.0028886543142588737
55.277,0.0022102797823634673
55.777,0.0022496772910004566
56.287,0.0031632053145339767
56.776,0.0039480107400132825
57.286,0.0048372763153522475
57.777,0.003847483079615981
58.278,0.004424511531135759
58.777,0.0035202681038236676
59.277,0.005677249398945718
59.776,0.004782062788050644
