ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.01 [],110.785,30.784999999999997,80,100
ROI.01 [],184.277,54.27699999999999,130,150
ROI.01 [],199.776,69.77600000000001,130,150
ROI.02 [],197.778,67.77799999999999,130,150
ROI.03 [],200.287,70.287,130,150
ROI.06 [],110.785,30.784999999999997,80,100
ROI.06 [],152.778,22.77799999999999,130,150
ROI.06 [],184.277,54.27699999999999,130,150
ROI.06 [],199.776,69.77600000000001,130,150
ROI.07 [],187.776,57.77600000000001,130,150
ROI.08 [],198.276,68.27600000000001,130,150
ROI.09 [],198.276,68.27600000000001,130,150
ROI.10 [],198.276,68.27600000000001,130,150
ROI.11 [],183.778,53.77799999999999,130,150
ROI.11 [],199.776,69.77600000000001,130,150
ROI.13 [],200.287,70.287,130,150
