ROI,n_spikes,spike_times_s
ROI.09 [],18,16.777;50.276;53.778;68.777;70.289;79.788;87.778;99.777;113.777;126.276;135.288;140.278;145.282;147.777;161.277;172.777;177.277;193.778
ROI.04 [],5,116.289;129.785;133.780;147.777;199.777
ROI.06 [],2,146.777;199.277
ROI.000 [],2,114.778;199.277
ROI.11 [],1,109.788
