ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.04 [],31.777,0.0,30,50
ROI.04 [],43.285,0.0,30,50
ROI.06 [],43.285,0.0,30,50
ROI.09 [],86.277,0.0,80,100
ROI.09 [],101.777,1.777000000000001,80,100
ROI.09 [],113.787,13.787000000000006,80,100
ROI.09 [],160.777,10.776999999999987,130,150
ROI.09 [],173.786,23.786,130,150
ROI.09 [],193.278,43.27799999999999,130,150
ROI.10 [],66.278,16.278000000000006,30,50
ROI.10 [],101.278,1.2780000000000058,80,100
ROI.10 [],113.787,13.787000000000006,80,100
ROI.10 [],123.788,23.787999999999997,80,100
ROI.10 [],143.78,0.0,130,150
ROI.10 [],189.279,39.278999999999996,130,150
ROI.11 [],56.787,6.786999999999999,30,50
ROI.11 [],102.277,2.277000000000001,80,100
ROI.11 [],177.276,27.27600000000001,130,150
ROI.12 [],43.285,0.0,30,50
ROI.13 [],43.285,0.0,30,50
ROI.14 [],101.278,1.2780000000000058,80,100
ROI.15 [],101.278,1.2780000000000058,80,100
ROI.16 [],101.278,1.2780000000000058,80,100
ROI.17 [],68.777,18.777,30,50
ROI.17 [],101.278,1.2780000000000058,80,100
ROI.17 [],148.777,0.0,130,150
ROI.17 [],160.285,10.284999999999997,130,150
ROI.18 [],43.285,0.0,30,50
ROI.22 [],59.778,9.777999999999999,30,50
ROI.22 [],114.776,14.775999999999996,80,100
ROI.25 [],101.777,1.777000000000001,80,100
