ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.04 [],2,0.0,0.0,0.0,0.0,0.0
ROI.06 [],1,0.0,0.0,0.0,0.0,0.0
ROI.09 [],6,15.567499999999997,12.281999999999996,14.685931870898306,0.0,43.27799999999999
ROI.10 [],6,15.735000000000001,15.032500000000006,13.415509507034507,0.0,39.278999999999996
ROI.11 [],3,12.113333333333337,6.786999999999999,10.87856823708382,2.277000000000001,27.27600000000001
ROI.12 [],1,0.0,0.0,0.0,0.0,0.0
ROI.13 [],1,0.0,0.0,0.0,0.0,0.0
ROI.14 [],1,1.2780000000000058,1.2780000000000058,0.0,1.2780000000000058,1.2780000000000058
ROI.15 [],1,1.2780000000000058,1.2780000000000058,0.0,1.2780000000000058,1.2780000000000058
ROI.16 [],1,1.2780000000000058,1.2780000000000058,0.0,1.2780000000000058,1.2780000000000058
ROI.17 [],4,7.585000000000001,5.781500000000001,7.580589324056539,0.0,18.777
ROI.18 [],1,0.0,0.0,0.0,0.0,0.0
ROI.22 [],2,12.276999999999997,12.276999999999997,2.4989999999999988,9.777999999999999,14.775999999999996
ROI.25 [],1,1.777000000000001,1.777000000000001,0.0,1.777000000000001,1.777000000000001
