ROI,n_spikes,spike_times_s
ROI.06 [],33,26.777;30.288;34.777;41.278;43.777;50.279;54.279;56.777;60.778;66.778;71.277;74.784;82.276;89.777;91.287;97.276;101.777;106.776;110.278;118.777;123.277;129.276;142.278;144.778;146.279;148.782;150.777;156.777;165.277;169.276;174.277;176.287;197.277
ROI.11 [],5,33.777;61.278;108.288;132.294;145.777
ROI.000 [],1,73.788
