ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.01 [],5,10.579400000000001,2.7860000000000014,10.608080459725032,1.7779999999999916,26.778000000000006
ROI.02 [],3,0.0,0.0,0.0,0.0,0.0
ROI.03 [],5,13.879000000000001,10.276000000000003,9.843841770365877,2.7879999999999967,26.778000000000006
ROI.04 [],5,9.268200000000002,10.786000000000001,8.98227312877982,0.0,24.277
ROI.05 [],5,12.523599999999998,8.277000000000001,11.36158257638433,0.0,29.275999999999996
ROI.06 [],3,0.0,0.0,0.0,0.0,0.0
ROI.07 [],5,13.1792,6.775999999999996,12.128868692503852,1.777000000000001,29.787000000000006
ROI.08 [],5,11.479800000000001,2.2749999999999986,12.960706082617564,0.27600000000001046,28.786
ROI.09 [],3,0.0,0.0,0.0,0.0,0.0
ROI.10 [],3,0.0,0.0,0.0,0.0,0.0
ROI.11 [],3,0.0,0.0,0.0,0.0,0.0
ROI.12 [],3,0.0,0.0,0.0,0.0,0.0
ROI.13 [],3,0.0,0.0,0.0,0.0,0.0
ROI.14 [],5,12.877199999999998,5.277000000000001,12.232561471744175,1.777000000000001,27.777
ROI.15 [],5,11.681000000000003,1.7780000000000058,12.567841596710236,0.777000000000001,28.29400000000001
ROI.16 [],4,0.0,0.0,0.0,0.0,0.0
ROI.17 [],5,13.879600000000002,8.287000000000006,11.845340714390618,0.777000000000001,29.775000000000006
ROI.18 [],3,0.0,0.0,0.0,0.0,0.0
ROI.19 [],3,11.779333333333334,12.275999999999996,0.7023927359786365,10.786000000000001,12.276000000000003
ROI.20 [],3,0.0,0.0,0.0,0.0,0.0
ROI.21 [],3,0.0,0.0,0.0,0.0,0.0
ROI.22 [],5,13.627199999999998,9.786000000000001,12.650413517351913,0.0,29.787000000000006
ROI.23 [],3,0.0,0.0,0.0,0.0,0.0
ROI.24 [],3,0.0,0.0,0.0,0.0,0.0
ROI.25 [],3,0.0,0.0,0.0,0.0,0.0
