ROI,Total_Spikes,Mean_per_replicate,SEM,n_replicates
ROI.01 [],9,1.8,0.8000000000000002,5
ROI.02 [],7,3.5,2.5,2
ROI.03 [],2,1.0,0.0,2
ROI.06 [],9,2.25,0.6291528696058958,4
ROI.07 [],3,1.5,0.5,2
ROI.08 [],2,1.0,0.0,2
ROI.09 [],2,1.0,0.0,2
ROI.10 [],5,2.5,0.5,2
ROI.11 [],10,2.0,0.6324555320336759,5
ROI.13 [],2,1.0,0.0,2
