ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.E [],4,33.9075,27.276999999999994,20.50901704738674,14.788000000000011,66.28800000000001
ROI.D [],6,24.613,24.27649999999999,16.06909954954954,2.777000000000001,43.283
ROI.09 [],1,14.276999999999987,14.276999999999987,0.0,14.276999999999987,14.276999999999987
ROI.10 [],4,22.031249999999993,18.5355,9.084445177747508,14.276999999999987,36.77699999999999
ROI.11 [],1,13.776999999999987,13.776999999999987,0.0,13.776999999999987,13.776999999999987
ROI.12 [],1,14.788000000000011,14.788000000000011,0.0,14.788000000000011,14.788000000000011
ROI.13 [],1,14.788000000000011,14.788000000000011,0.0,14.788000000000011,14.788000000000011
ROI.14 [],1,14.788000000000011,14.788000000000011,0.0,14.788000000000011,14.788000000000011
ROI.16 [],1,14.788000000000011,14.788000000000011,0.0,14.788000000000011,14.788000000000011
ROI.17 [],3,36.44766666666666,37.77699999999999,17.168097746175082,14.788000000000011,56.77799999999999
ROI.18 [],2,26.27799999999999,26.27799999999999,10.998999999999995,15.278999999999996,37.27699999999999
ROI.19 [],4,36.156499999999994,31.536000000000005,19.291131958752448,15.776999999999987,65.77699999999999
ROI.20 [],1,15.278999999999996,15.278999999999996,0.0,15.278999999999996,15.278999999999996
ROI.21 [],1,13.776999999999987,13.776999999999987,0.0,13.776999999999987,13.776999999999987
ROI.22 [],2,23.026,23.026,11.749999999999996,11.276000000000003,34.775999999999996
