ROI,n_spikes,spike_times_s
ROI.14 [],8,15.793;26.285;112.793;158.287;163.287;170.781;190.276;201.277
ROI.15 [],7,18.777;26.285;108.776;112.793;182.295;190.276;201.277
ROI.25 [],7,112.276;156.775;163.287;170.781;182.295;189.287;201.277
ROI.11 [],6,27.275;151.778;163.287;172.277;181.776;190.778
ROI.21 [],4,74.778;151.778;181.277;190.778
ROI.16 [],3,18.277;26.285;104.279
ROI.22 [],2,164.777;190.778
ROI.02 [],1,54.277
ROI.04 [],1,203.286
ROI.20 [],1,107.775
