ROI,Group_A,Group_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
ROI.01 [],20s,5Hz,3,1,6.596,4.277999999999992,1.0,ns
ROI.02 [],10s,5s,1,1,0.0,0.0,1.0,ns
ROI.06 [],2Hz,5Hz,2,1,17.2915,0.0,1.0,ns
ROI.09 [],20s,Ctrl,1,5,0.0,4.966799999999999,1.0,ns
ROI.11 [],20s,2Hz,4,1,10.947000000000003,28.27800000000001,1.0,ns
ROI.11 [],20s,5Hz,4,1,10.947000000000003,8.777000000000001,1.0,ns
ROI.11 [],20s,5s,4,5,10.947000000000003,48.282399999999996,0.10536405286983039,ns
ROI.11 [],20s,Ctrl,4,3,10.947000000000003,12.527999999999997,0.6964664857117763,ns
ROI.11 [],2Hz,5Hz,1,1,28.27800000000001,8.777000000000001,1.0,ns
ROI.11 [],2Hz,5s,1,5,28.27800000000001,48.282399999999996,1.0,ns
ROI.11 [],2Hz,Ctrl,1,3,28.27800000000001,12.527999999999997,1.0,ns
ROI.11 [],5Hz,5s,1,5,8.777000000000001,48.282399999999996,1.0,ns
ROI.11 [],5Hz,Ctrl,1,3,8.777000000000001,12.527999999999997,1.0,ns
ROI.11 [],5s,Ctrl,5,3,48.282399999999996,12.527999999999997,0.07142857142857142,ns
