ROI,n_spikes,spike_times_s
ROI.000 [],10,29.793;52.786;70.287;101.778;115.298;129.277;155.795;169.282;187.277;204.277
ROI.23 [],9,29.793;53.275;70.287;101.778;115.298;155.795;169.282;186.277;196.777
ROI.12 [],9,29.793;53.275;70.287;101.295;115.298;156.277;169.282;186.277;204.277
ROI.18 [],9,29.793;53.275;70.287;101.295;115.298;155.795;169.282;186.277;196.777
ROI.19 [],9,29.793;53.275;70.287;101.778;114.777;160.276;175.280;186.277;204.277
ROI.13 [],8,28.790;52.275;70.287;106.277;155.795;169.282;186.277;203.286
ROI.05 [],7,52.786;69.776;101.778;151.278;169.282;186.786;198.277
ROI.06 [],4,52.786;70.287;155.276;187.277
ROI.07 [],1,204.277
