Time (s),ROI.13 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.13 [].1,ROI.14 [],ROI.01 [],ROI.15 [],ROI.16 [],ROI.17 [],ROI.18 [],ROI.19 []
7.778,-0.11481203705378006,-0.0009520619515044855,0.05401436333407136,0.05158357424088599,0.03415626368136684,0.09387561885234057,0.0002668686244282515,-0.009236824026236795,0.00017864964356068913,0.12828036409274798,0.0036454897787929104,-0.0873810539548357,0.35333293581501113,0.022353321050467015,,0.014444886627736984,0.01102951491035221,0.006458284989922948,0.013653176858256176,-0.011013356577235001
8.278,-0.11869910620938502,0.03030562898877883,0.029193367693328653,0.03952783104585281,0.036841567289238986,0.15596253781270109,-0.04140402046026367,-0.018847243151465146,-0.007822003460896922,0.0971193379858829,0.00975222490725307,-0.06820180110081582,0.6679818027411182,0.02701526234325033,,0.039131455641098024,0.027883689889022022,0.01194552541632768,0.03120707571624738,-0.013022162474069367
8.778,-0.08150443064656977,0.03779740811220283,0.04233247281970538,0.025472133273105275,0.05479993677124926,0.0816199510637403,-0.023583480144351517,-0.0013453630178936818,-0.012487002643706122,0.16768135656506603,0.004322402875407747,-0.05687122881284894,0.5654621283289049,0.04004716275278632,,0.00297202646016171,0.009698285537995174,0.014600188057564542,0.018891480205827618,-0.01781078946749139
9.277,-0.07228809454228134,0.032017861200942466,0.0025678679151226263,0.03600487777359834,0.060232378326654755,0.030137444888708276,-0.015284887801203862,-0.03843381921843439,-0.010312317666398807,0.06002553362799942,0.017235235456024827,-0.055408540058445345,1.423347332487627,0.02935657191038886,,0.038780349264878396,0.024924421341811033,0.017602875581308717,0.020131066829189952,-0.009155245824005847
9.779,-0.055919368725264665,0.005842673059881624,-0.0009130802545804167,0.039069549110299244,0.06227334632029441,0.11557355125435682,-0.019028757643830486,-0.018110426929980595,-0.010339320750461962,0.06272467102382816,0.012287462091830835,-0.03931021123662041,1.108283408485206,0.004816054314139188,,0.03619380438856818,0.029591336049715377,0.008624244767842203,0.026051444121554072,-0.0038220151454268496
10.277,-0.044264985330752814,0.02220839643458629,7.939828300697903e-05,0.024252037898982687,0.0020268572784670077,0.006650046668022977,-0.02767293061953896,-0.03436310556492481,-0.011651465136655263,0.07572266803539035,0.00838476055160749,-0.039311127089603104,1.1470104966708652,0.020578599466032143,,-0.004716480913214698,0.012057430434695203,0.005834060588627176,0.009147884472464453,-0.012906163219932657
10.784,-0.031491546432795114,0.008313104328585778,-0.016327142577275175,0.04216580274019434,0.025448386914038966,0.0126420907881323,-0.003275147848005379,-0.023131425938058617,-0.002223254759551695,0.09760296097450798,0.0022530840122095743,-0.025780837214402406,0.30921819231077496,-0.005897959885023874,,-0.00010664480592640788,0.014651179717386081,0.014587121752811065,0.04271936101342355,-0.011711092254440381
11.285,-0.02430382822330737,0.04126970222812394,-0.0057984218572132455,0.041338660394029836,0.019902287504491713,-0.03403706380215648,-0.049365665092687964,-0.031076269150326224,-0.007564583526785125,0.08053421642741868,0.0026982080864003705,-0.03146962195234679,1.0049478318442322,-0.002117096335633134,,0.005447778383804771,0.02778099327846044,0.007911830342086118,0.0396656547924768,-0.00673010846311562
11.778,-0.02306414503978489,0.015097625503184211,0.02127602969607689,0.03845172007472686,0.03233694456347195,0.10072689661045754,-0.00041930765556666085,-0.01508771902181398,0.005879111316308592,0.044084118552534614,-0.002245444725782392,-0.004265853708122844,0.1454437020272025,0.023528423784865415,,0.014072320854787893,0.03011065887387181,0.002812023834681728,0.023765347221549358,0.0033027961065272638
12.288,-0.01804062539656785,0.015125072641427463,0.0030877414965206876,0.030530069647611787,0.0043266276025640165,0.12602627532168142,-0.029422014206068714,0.0037855589796284327,-0.010848880687919381,0.10962733157461117,0.004192233951323368,-0.01638701711492001,0.15103488464579792,0.017580217854858905,,0.05184844102373046,0.019953218971384398,0.01765266429448098,0.01989266437469766,-0.0027263615564252553
12.78,-0.021165814431336673,0.05426320167685013,0.014626213818713004,0.04226439876070103,0.05516371873645658,0.012762312586098572,-0.02776540338960417,-0.03159242749255159,-0.001971954015036405,0.0762746088963766,-0.0011516917078522742,-0.014752525118476762,1.0174667410348746,0.011728624717969007,,0.024994883578262666,0.028077572404865365,-0.004954476304670568,0.03327966179254357,-0.005617933305928684
13.278,-0.015450819557506134,0.047794089847590836,0.039156263128956634,0.03221350319566421,0.02294240422461384,0.021067877516541586,-0.029734252669100618,0.00620817319019206,-0.0015014087397510053,0.05140444385319004,0.010085881764413192,-0.028858120574877823,0.7616815315910468,0.023896730760272412,,0.016263760227371877,0.02009526469827094,0.018777417883023177,0.03658259132508317,-0.0005266376847661183
13.779,-0.024755387686219862,0.03164572738881274,0.018223139675919313,0.046228937352165496,0.0064011086952640095,-0.006216562218580791,-0.018532723300285676,-0.01748646157412798,-0.0059646965363925825,0.023970506232396625,0.010530399284820083,-0.02088451062461952,1.2246122320070607,0.026013789538941796,,0.01396891744062957,0.019146577573486607,0.008491024850763498,0.044897420411925106,-0.004545114221236029
14.283,-0.006380163836200109,0.04410697693478902,0.005596228637415794,0.05812540396936549,0.005846198800903504,0.0882590532007449,-0.002822620275507024,-0.02478838463323588,-0.0011778221698515922,0.09986052159472761,0.013800185227605531,-0.01132382811078966,0.29542275601226764,0.003622274594332858,,0.028629041791964707,0.010867187113739327,0.0002484501049177743,0.04840058693855131,0.005429296521136004
14.786,-0.0006843061306101678,0.030515934485714765,0.023171717924851308,0.02036008746385641,0.004979119975946078,0.00013346182278957123,-0.022489590732364444,-0.023253064447941434,-0.009580091234849502,0.1686899636470744,0.0011927243087040888,-0.008107709653077517,1.5158436036855159,0.028037044988267742,,0.013151572299995517,0.016160019609524134,0.011445372333639707,0.023738434153227343,0.0044875739065772195
15.286,-0.014517802755096478,0.04819664641313966,0.011274197149699803,0.011021240263056611,0.023703259787045277,0.028851496159483507,-0.009580459028958894,-0.024142806217470926,-0.007657683957715582,0.06440845777841771,0.011953487729481802,-0.015601554437603502,0.9138235971682255,0.0014477746568503657,,0.027945277484672237,0.01376883039924109,0.0032652450919883236,0.00022064158896395453,-0.002853763406549363
15.786,-0.012970313219215086,0.053565928743015453,0.01593607244392634,0.05396577828444935,-0.0069849284717938675,0.09615215174886566,-0.03950965483768692,-0.005925405518973722,-7.18298553006731e-06,0.1507180335002747,0.01437914673785442,-0.00974396518874421,1.1717608260452759,0.01793310782559111,,0.0258371417291136,0.030628274301726908,0.0010267728143661854,0.027525503659771387,0.0039700391891631754
16.278,-0.008110927774456593,0.0649807530543348,0.006789586410274201,0.02594096990379032,0.0006965974096342786,0.1049026453469698,-0.022238989866742654,0.0027653970957400853,-7.735470738416526e-05,0.04549399786042349,0.020355503870738766,-0.011978666199757123,1.1469872192756876,0.024662785257075607,,0.01925785101475276,0.01330663707805575,0.01642506189126505,0.03566918313177947,-0.0028012349522729308
16.776,0.0041011478800343,0.024468174227242335,0.014403639343902912,0.014305920773525247,0.02837867409101075,0.016407414454660957,0.005156976838535962,-0.03156873200067992,-0.003586509911428876,0.05318428291676794,0.0031331831578498117,0.0021274381714025507,-0.2600295696560345,0.04618975561425306,,-0.0045688211567745315,0.005396937286403973,0.0020201723216555162,0.038710048887032875,-0.005424900812852462
17.295,-0.0007823094624061788,0.04101782914990337,0.021855694944458746,0.008765115026903327,-0.000943182134533642,0.03250164147531254,-0.0427965289915994,-0.01786070111119594,-0.005684524803287653,0.1825589013624004,0.012135960192809351,-0.014643765742010996,0.4882596014134144,0.028645809229979335,,0.026107738050720915,0.0009515302888212579,0.021412888086412007,0.02573888396935684,-0.004340525180982852
17.777,-0.01181396111595665,0.025316813892787202,0.029773734729987764,0.012908278326308658,0.004479730466665894,0.08712001692225582,-0.01817348175492551,-0.008771427487609106,-0.003780362298913719,0.04674567544275588,0.003946833518427507,-0.016575552923604152,-0.4430518428644908,0.0447379509870492,,0.03204346874070356,0.03659332331746659,0.012773254266590189,0.03707599466825382,-0.004071798801885305
18.277,-0.01956882198922237,0.026041978474040738,-0.0026105108772943014,0.016490397387209095,0.024587130050301644,0.09759736637815251,0.004884060892651541,-0.02231554846760807,-0.008399183771099446,0.07734883378530731,0.002711762101280082,-0.012839317905703886,0.8888798266358994,0.029372521164030125,,0.020462181372310366,0.006099972498422968,0.020269340743464655,0.017479419221754618,-0.008919292288713606
18.778,-0.017309670251271364,0.004210573902850489,0.01976691391257322,0.01684387030671367,-0.01527758933130007,0.06650275135436626,-0.011529735558269088,-0.014565592686264858,-0.002643885116476714,0.057551011728249016,0.010207757441791771,-0.0018927348372525274,0.2966846736614954,-0.0017231488143617352,,-0.02858705977882953,0.03130385083421867,0.012758618764376416,-0.008872881660506631,-0.013154517909809486
19.287,-0.005448161086069278,0.027519798767233906,0.0329642662058476,-0.0058584966495317066,0.010675346105600272,0.08194688044607232,-0.001182361193844273,-0.002660064746432574,-0.001378721986198368,0.008818956020755477,0.007646924974327147,-0.01987649812249952,0.6271282838337278,0.029515907321650773,,0.007546268137515192,0.023545980472364544,0.006303047570731679,0.003750135926597848,-0.01276944664403078
19.778,-0.02553785447904984,0.023807941005165527,0.05075192560977917,-0.002054783091767204,0.007116498481602345,0.0811896236662904,-0.018421307703139763,-0.027354281746206622,-0.010478617056089129,0.06776940536593357,0.007466075542062695,-0.01882811142171609,1.172840633554309,0.038410792211861604,,0.01362397386828702,0.024565549751697176,0.006707930794123732,0.015758524599723007,-0.017297241123129106
20.275,-0.019588041167562038,-0.004724354579767983,0.05359497093281995,0.014529537637562585,0.015688996140960414,0.06815994459177191,-0.015652924464542722,-0.007222238200936204,-0.00713639464925805,0.13413411048214877,0.015291927671092663,-0.01252609962451561,0.7593605751997449,0.04983624127133151,,0.03584770092746633,0.02146238726816905,0.007143909501155734,0.009755505135926408,-0.015590583530818242
20.787,-0.029040415267669473,0.016391120881715834,0.05934351888427511,0.02452037081034687,0.023289402105070845,0.10462837904453214,-0.04330905272313346,-0.031090787859783107,-0.004824934264260948,0.15323984778234323,0.009124150123605443,-0.016748968529751704,1.2272250587239155,0.036873316103289755,,0.021147539823964022,0.029767069852804386,0.01775671700945899,0.043745036261786975,-0.015531976610217262
21.279,-0.03038920642991536,0.017804020495601525,0.06859143901508064,0.021106019838271123,0.008659437699497468,0.014790298206967156,-0.029704849202308203,-0.009385637229878481,-0.014112455097908672,0.08805271896877706,0.012324091098338588,-0.016319027618692958,1.7699726266674263,0.032345171823403226,,0.03662698015118827,0.0167071108472586,0.02786766208355061,0.032997067639070794,-0.011764320149111971
21.777,-0.030653753829021215,0.023487116357621535,0.012273364176200757,0.009571451600995737,0.03421909624752857,0.020358566171989854,0.0005913070922448457,-0.012229722723360002,-0.012445360694964595,0.03294421888838576,0.013867720382215528,-0.009289599807824156,1.424043639958116,0.017294910531807012,,0.054097157143531305,-0.00359418194706013,0.014401174774992183,0.023056659712284277,-0.01599333460561725
22.289,-0.015801657568525383,0.013311352394536395,0.014065588873758516,0.014406707731194422,0.023964151362799467,0.028286554028991724,-0.009106193097260908,0.012976390893866558,-0.01012128400716148,-0.05621700495997407,0.01115911770091712,-0.006982748648523985,0.004897961285541252,0.0406508505047381,,0.00648473362146005,0.008438009639306503,0.0030020426531373007,0.020721765568115797,-0.017901105994161604
22.777,-0.02805375184573087,0.0033401295301374867,0.022024570465607032,0.018140711184818286,0.027048638271839048,0.05851802633303842,-0.006052865681112523,-0.0018584430689386276,-0.006248656691080043,0.05298458986658254,0.011471145086247636,-0.015855122053659073,0.5992445615803831,0.03287874854306153,,0.006110112116875695,0.02941468172100684,0.01529293035030768,0.04187714234750513,-0.013258774016648002
23.277,-0.009845254510543154,-0.005134806202966967,0.013922541640908353,-0.0006422080292264089,0.005396929423894521,0.13802736851058398,-0.0012117558104850058,-0.004188863016622999,-0.008543305734392588,0.06349827741994384,0.0040218179306854614,-0.017493132236687418,0.27672591325731427,0.032640718936775476,,0.016273164987390534,-0.009880385178664639,7.809588518389267e-07,0.015465489101321301,-0.0060323968601711676
23.779,-0.014206916446139235,0.021429790059013847,0.024075914116758614,0.01946576447446768,0.030129408632775533,0.061942118721139174,0.00048763459362337867,0.0028607613562267207,-0.0027517889729964133,0.08436389544501768,0.010432486770221825,-0.003720582202905224,-0.011211028991514584,-0.003416728899251553,,0.03235342774675578,0.010075366092886902,0.003700989295201954,0.001036101400838014,-0.008556731299115402
24.277,-0.02683218608552092,0.0009223760310972412,0.028513738504272305,0.017256113760053725,0.017952990560790482,0.07666654110849067,-0.00363271143536807,-0.005415919901130723,-0.0034504496625398532,0.028375777282308803,-0.007177879829278008,-0.006131006329390438,0.20495476603802365,-0.0003308434498675772,,0.024211720628195654,0.015235637438086607,0.003352180565137342,0.010087215171443958,-0.002289202615576791
24.777,-0.01146377113459344,0.005598656144822714,0.026998879760102665,0.0027049525398086705,-0.0018466770538433232,0.06204021883176334,-0.0015909866719517008,-0.012626705298106911,-9.073288619647692e-05,-0.0039336229421996745,0.008001300987831146,0.0036585697519613877,0.11449054038928455,0.031234200994584505,,0.00667267312419932,0.016237861290169357,0.0020402264688003987,0.00979524545317467,-0.012210329696075306
25.279,-0.010727571118989842,0.003886070715448201,0.053693169271792844,-0.00032461314653372907,0.002332008418967249,0.08759111986552916,-0.034940065719741946,-0.04115145272003638,-0.008356838530339075,0.06471689419695498,3.904115443374481e-05,-0.00983063892047929,0.7316678273378117,0.03631018567039991,,0.020763292217783967,0.02443711060706024,-2.499069887193734e-06,-0.01155402742408124,-0.0030948304654568664
25.778,-0.018388345310670285,0.013461128566985888,0.05047783860294621,0.0082367715812876,0.0444575139403861,0.10051416052735081,-0.053590848078796834,-0.04277891459565749,-0.006138814953673285,0.13004548893070494,0.016308200648792674,-0.017286010228676076,1.658155601775756,0.021843643233885792,,0.014217346553196127,0.019513854512866517,-0.00256632730754666,0.02008793583332952,-0.016369609753694725
26.276,-0.01157285543130935,-5.1403216156057065e-05,0.03302733568209728,0.013930284832479193,0.022538333245916038,0.03424650992082218,-0.04671613737399118,-0.041679066250098575,-0.012804549328976109,0.0784733819003336,0.004664641156421119,-0.02077579596622907,0.6068683626624363,0.013179311964007444,,0.014938691606112237,-0.00593647269102071,0.01024633547755352,0.036808415817764256,-0.013250246724952891
26.788,-0.008613229686245737,0.016874875374293778,0.020893529980834796,0.03485590621107628,0.014533937141455996,0.055821942663597905,-0.03433753702188579,-0.021024399217631176,-0.004243638558002451,0.13022393013085776,0.008320852677404941,-0.007715836528900549,0.2672992689902946,0.01512863629525634,,0.012849073981116645,0.022611348090543677,0.011293293934248563,0.0297782440046495,-0.005619068579507224
27.278,-0.0018223674441878563,0.007765309774365292,0.012080114746483581,0.01905349980993778,0.021476588272040728,-0.0019488424090467788,-0.01913731167406985,-0.017810626098503538,-0.0032230296436082336,-0.027996440811246165,0.002706014916918622,-0.018943777184280926,-0.017723164753726338,0.011194893954040145,,0.020518018724802436,-0.00013137982128558193,0.014001528095991856,0.04453880411955989,-0.014252741635896335
27.778,-0.012706920981919279,0.013383552627272331,0.049049937912635316,0.014852805946871873,0.03757370067915699,0.09142796599112288,-0.006933911979382411,-0.028125411293403645,-0.0015199133182090111,0.061475149462855545,0.011922691043946571,-0.006085097451894376,-0.02203947791376029,0.037151128695120224,,0.003068935782836915,0.004023664007374372,0.016369704033521504,0.0019690753285356837,-0.02487793783986893
28.278,-0.00740075438924951,-0.014363049958196879,0.04281962808613619,0.0006282255298808643,0.019029488625387204,0.06839449466722629,-0.011924623361392328,-0.016189606597941476,-0.0030021818282325538,-0.00599406316951348,0.005621973515867911,-0.009767978433635208,0.6476471190708281,0.03202413792859515,,0.011565926555685387,0.019403120545968273,0.0009413773178152522,0.002450875927723723,-0.03143658990455344
28.786,-0.015839108011337085,0.01146696657421158,0.03287049069061024,0.020384830218077885,0.04638952037811176,0.012140582989912028,-0.03333197346692017,-0.022877051355221105,-0.0078115692118231874,0.16673645219357433,0.02964522704466182,-0.023131919911395706,0.6990298397122847,0.034137540632579656,,0.009092957409382067,0.024494218979113823,0.011403952914648081,0.024178100312429316,-0.027518561800072183
29.277,-0.0003963246837896549,0.021051394604893272,0.0039688958258322065,0.01739039984574317,0.016071396645796373,0.08271442499673605,-0.060488149580470815,-0.024224629612830787,-0.009450496900454424,0.021100236524355366,0.00034163801208079314,-0.016332748625757933,1.3241489599579257,0.030312966704553235,,0.017164187050383313,0.016086594055445966,0.012355783862429878,0.03346176554734764,-0.028780779997707173
29.777,-0.014325718428977962,0.027782843093699935,-0.006989763506768403,0.03558439309136614,0.039637479968101165,0.12114293388503132,-0.07253062464640041,-0.03583892975265518,0.0010940151820273054,0.040741559222557115,0.014086131996135022,-0.007572498771322229,1.3379109648493226,0.024711570565715817,,0.0387009298881635,0.004532659733236915,0.023753748067184124,0.0370858302517478,-0.04062935732057054
30.279,-0.022622512925693478,0.03846322387696199,0.012371016920990371,0.019450392373904855,0.014485192269134674,0.11212478170459082,-0.03636054155851528,-0.039714762920408625,-0.00955769493254547,0.08122783477242775,-0.005288128774467088,-0.009760786797277703,0.7310099939824719,0.04996815599416228,,0.041107762552956104,0.019083635131466922,0.0007433011133446458,0.032210175594582995,-0.053346764262293726
30.778,-0.02610886882958016,0.027430168975279615,0.011593715270810039,0.012134213886423642,0.038232745358442746,-0.005975087172369904,-0.0356264005772009,-0.016798580834290398,-0.005364319461171608,0.17860313188528862,0.0008708960480290922,-0.03002206912067403,0.7689524419109189,0.03216029058368203,,0.01709361446262918,0.008420389380000762,0.007008870354391105,0.012189724903399476,-0.04270055248412024
31.278,-0.010186678396154699,0.022504165170530496,0.025145124247841717,0.019319688690660232,0.03317122707780418,0.08248468318786971,-0.03307895375784115,-0.033810681019450214,-0.006365485390090654,0.07682971410125977,0.004144776372361968,-0.019805675693651995,1.034948710430528,0.014731297198193102,,0.02331989258214446,0.02415842867110708,0.002615656491933511,0.01306684271100444,-0.039095938885946216
31.779,0.00014469879724720444,-0.0015789607490227383,0.02380965333584235,0.01972857327934796,0.054143533758786645,0.1276277600163008,-0.018434051776565825,-0.005562693005540786,-0.008700655165491681,0.0572760630145851,0.006590011241650149,-0.0063024240496937665,1.0756498925995328,0.025366936729676926,,0.022668356662756826,0.010450802375113857,0.0005155753988207006,0.030359796541494306,-0.038870684975715754
32.277,-0.008170200657902603,0.023738278402773563,0.03063281803865584,0.012835860734629403,0.029397007650185145,-0.018727170125373914,-0.04437910458392806,-0.018423796049654786,-0.0035527922415422328,0.09251348050876679,0.011534210535572619,-0.007174694166620745,0.2989268552118613,0.024470222236294643,,0.035336195644852374,0.018849051642047986,0.0031309152517911567,0.013180887458556846,-0.04758758360392597
32.776,-0.0033759904220469344,0.016970529216354127,0.016551358915635205,0.019425525004982812,0.017773195917182783,0.1152937650743226,-0.02198162883212233,-0.02770862266363196,-0.010300864424630846,0.150150922697527,0.0035612742101739157,-0.0080204200234105,0.5881876483668019,0.008343045251553508,,0.035140219103362146,0.00875645118843593,0.004930500543916271,-0.009187107302044339,-0.05408805435284879
33.286,-0.007644261378259511,0.02496603433269042,0.029946970438931356,0.002204203565979762,0.025666861869415844,0.01308682112975586,-0.020180277758301245,-0.03135829143693597,-0.006528711152227971,0.0010556137605111692,0.0032990439810829104,-0.0030402871219650193,0.17824214636745297,0.00015664400176094458,,0.034643374734903525,0.019422170078448858,-0.004860363570923836,0.015785511009732498,-0.04367378527529767
33.777,-0.022546738923946447,0.02634546868170313,0.017384164900082346,0.027827788798484448,0.03419947837276693,0.026158953596128937,-0.05450923851276874,-0.033453560567351624,-0.006306886297864015,0.10080757072784638,0.0012261384055205647,-0.012503688358586491,0.43363958552836807,0.03153279516314505,,0.029365162856934465,0.018653320903995692,0.02165463817033681,0.02075657160361327,-0.05427713690531828
34.287,0.0001643326706659328,0.03155516102351066,0.011142900603845776,0.017943272859862334,0.004260876625332511,0.1324977801303108,-0.029858249685540343,-0.040209133205799205,-0.01231857327930361,0.17019962555322568,-0.008099365565576519,-0.006226497803468078,1.1535333388553448,0.01791833197250174,,0.005262198072742614,0.02411764221666974,0.011452941252913506,0.019375880609702037,-0.04306405548517247
34.778,-0.002690712927216238,0.006757089820153837,0.005754704512512479,0.02203561343995788,0.027093221227463563,0.1572204719716181,-0.030502021062965467,-0.02762047688817019,-0.013151435259330194,0.1296884036872549,0.017168660251905263,-0.013646370323093099,0.440312971028286,0.03856382583129037,,0.02567063913490836,0.0035122686445459707,0.01808899399048597,0.04125786715101847,-0.05620117527496537
35.289,0.01123003284500783,0.026772825156130168,-0.009644975820705913,4.053312265308755e-05,-0.0041778359950649996,0.02300206588624327,0.018711849054279073,-0.017603376422144344,-0.004280581276212774,0.18898442975745403,0.017549203323948385,-0.006445293234293044,0.3613527954232297,0.015596932007593153,,-0.007487833133137941,4.5983541580954965e-05,-0.00047796400435745357,0.02148499093158893,-0.044381009078795636
35.781,-0.009578252308732254,0.020043130002975567,-0.01969442170351396,0.012755420946970863,0.024222280258298028,0.07551988444000242,-0.015121853834146923,-0.017484786638133014,-0.0015142717756779043,0.01913796684162052,0.007275050158938295,-3.8216482538508243e-05,0.03746616348121028,-0.008269242031590344,,0.004127924797562721,-0.0022126326104456562,0.0029999882388201666,0.028249179985203803,-0.03379323825201214
36.281,-0.015462946238557195,0.011534035725900386,0.008210780085659189,0.00928294163549697,0.007636175375679848,0.08564709588130212,-0.043509729602725054,-0.04704857738089417,-0.010470448065997983,0.06718394613657805,0.017544780401556003,-0.025941783771855485,1.333265139364029,0.025363444109269093,,0.0365095334541192,0.019482666139423278,0.014577948166607483,0.031065598238252036,-0.042321320851318275
36.784,-0.019368891184596032,0.010370205622596815,0.050804780394684085,0.008719374766390656,0.029041767661072946,0.1065548029151779,-0.044541330904960305,-0.030893292487145462,-0.011381570084359135,0.1225531394966999,0.000545923315841525,-0.012386529310886503,1.0304750724693634,0.05418989149383505,,0.04099175119583573,0.044403564780028354,0.007831300795559425,0.04291135375956199,-0.038612933753038266
