ROI,n_spikes,spike_times_s
ROI.04 [],2,39.286;160.295
ROI.02 [],1,117.777
ROI.01 [],1,117.777
ROI.03 [],1,117.777
ROI.09 [],1,202.286
ROI.17 [],1,73.276
ROI.21 [],1,117.777
