Time (s),ROI.01 [],ROI.02 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.000 []
0.261,-0.5880696548248564,-0.17070755716166816,-0.38830308561601523,-0.3042629343860651,-0.6985160558283011,-0.08848602687461281,-0.023016309947347373,-0.13721900786062158,-0.31211393246031277,-0.18153922104823214,-0.07219868040177703,
0.778,-0.5887824989519296,-0.1703723150558524,-0.38794807070076254,-0.3047272310750951,-0.6889856579166609,-0.08864821327083305,-0.026550072849664697,-0.13944418093073604,-0.3149311615499862,-0.16093504189542387,-0.07008525363792951,
1.276,-0.5957525947168332,-0.17179673335065468,-0.38973764257103183,-0.3069367995195089,-0.6968346750142923,-0.0907980688263938,-0.02802418740200195,-0.1362401571845205,-0.315333805842622,-0.16354554185231424,-0.07252675549216553,
1.787,-0.5977669213151982,-0.17285002163527458,-0.3919921048338244,-0.30749017084936847,-0.6879567882659018,-0.09058795130521091,-0.033573662826769886,-0.12576208518949544,-0.31670993210489945,-0.11758111589879737,-0.07251300263533102,
2.276,-0.5984051041985349,-0.17858834682811192,-0.39977535326063623,-0.31199697128947684,-0.6927198744202498,-0.0910493175009276,-0.032176770594688965,-0.14117776979983915,-0.33431047225618027,-0.1352878504868513,-0.07488786738109031,
2.778,-0.6022359052298537,-0.174964180682297,-0.3954519860566599,-0.3147247443305862,-0.6913669791712463,-0.0922927363485626,-0.029972434148666377,-0.13386594218031234,-0.3324305723869789,-0.16690888297567252,-0.07374823763310895,
3.278,-0.6016848700720535,-0.17068960682771284,-0.3979492071420812,-0.3081623793779276,-0.6837474606753496,-0.09062826440927077,-0.025518624443321345,-0.1316309577577847,-0.32758853395994725,-0.1371129573230149,-0.07203209114309748,
3.777,-0.6079712125176389,-0.17574231355368827,-0.3977491346565699,-0.3124247307618197,-0.6966727672477974,-0.09404810628998907,-0.03270132410665787,-0.12492450337159144,-0.3265209333892703,-0.1963991125402063,-0.07627232773970481,
4.29,-0.6129499181545344,-0.1753779312601031,-0.4019985947278323,-0.3103859557142661,-0.702078884980531,-0.09252350687237837,-0.033348940999422705,-0.1481135796220055,-0.3177883018851794,-0.19355970769310776,-0.07741866597283739,
4.779,-0.6161947593022755,-0.1783156704258008,-0.39734199470832926,-0.3132174990900744,-0.7055297164510598,-0.09421483662304439,-0.03413341782627962,-0.15445475571350364,-0.3319780757292486,-0.22800355288365504,-0.07587322331772986,
5.278,-0.6163113652281874,-0.1800417646148769,-0.39835647385540296,-0.31513397578035157,-0.6994645763171197,-0.09352299186637031,-0.033671947580071505,-0.1389567821759441,-0.33712565962148877,-0.21176174206750492,-0.07697473019170105,
5.777,-0.6217431674356484,-0.1779975955829828,-0.4017343489391804,-0.3158006692708335,-0.6854766658147405,-0.09392842502147548,-0.03380386272191628,-0.13996604256332631,-0.3426990680430417,-0.15785021935867632,-0.07414205738263896,
6.277,-0.6221375491107225,-0.17882228303448489,-0.3996815328363399,-0.3134896019291107,-0.7071521739715113,-0.09485753475607478,-0.0363507177219409,-0.14131638941020203,-0.3356623033898716,-0.16953462377311265,-0.07756198927536781,
6.778,-0.6217960974316876,-0.17475562577890277,-0.3934379427670912,-0.30933030652328886,-0.6820598084740347,-0.09200238939859172,-0.030880731875414586,-0.13119334220709183,-0.3244728854674533,-0.1395668257442782,-0.07425969277445191,
7.277,-0.626833543002333,-0.1765656971731561,-0.39543469574188606,-0.31265046996140733,-0.7016382629967362,-0.09383609326926858,-0.03556189575896732,-0.14394275069023824,-0.32493428106317995,-0.1031380076323128,-0.07627221130568289,
7.777,-0.6247737887214395,-0.17954030792656994,-0.39921517598922646,-0.3120712945073207,-0.6950316147067472,-0.09389056073559675,-0.032668965825813925,-0.13615422946972358,-0.32977301072078774,-0.12318643614513626,-0.07442652165424823,
8.278,-0.6306315228756014,-0.1790642308874968,-0.4007686696141708,-0.31538315669020783,-0.7002161888821333,-0.0950019582716148,-0.035834749054315725,-0.14091826555785128,-0.331959608199955,-0.11848012226301222,-0.07712351089149279,
8.785,-0.6274520950318653,-0.1769897012440788,-0.40252005084134196,-0.3130643262125258,-0.6879078360157324,-0.09432378447717346,-0.03497716271141594,-0.14063254582070286,-0.32325003215799264,-0.1048266739696794,-0.07607562063870904,
9.278,-0.6244266231670429,-0.17613084235161294,-0.394404618343022,-0.3132598028403068,-0.6880158165920678,-0.09524480050563301,-0.031777471021312294,-0.13371101416555486,-0.32570161350325966,-0.10145667914758766,-0.07622830552675461,
9.777,-0.6257423120027719,-0.17848401864027114,-0.3994096655046144,-0.3155173343971463,-0.6853636773776711,-0.09276559466254633,-0.030799445002294888,-0.13959303284984828,-0.32769230867399063,-0.1675005439959127,-0.07759929244298876,
10.287,-0.6276466958185739,-0.1743393258422716,-0.4001083928570424,-0.31390015146750194,-0.6732710332720994,-0.09568010246711986,-0.024936628616778728,-0.12246611098319005,-0.32990713930978266,-0.17573917364224226,-0.07678803147650362,
10.779,-0.6283805829581464,-0.17753218365069828,-0.39595013190857925,-0.3121750442413121,-0.69273514098829,-0.09451536543913931,-0.02915184435693897,-0.13868221997451796,-0.3215487923718276,-0.16488259526438434,-0.07761119450193597,
11.282,-0.6344538633680482,-0.17791652600631933,-0.39884279257808414,-0.31471148378026836,-0.6916894269288705,-0.0972050493202298,-0.035032496188849994,-0.1401352165886861,-0.32219086419170495,-0.17007419195041373,-0.07794111331987243,
11.782,-0.6327078816939633,-0.1796565983958413,-0.4028834920068053,-0.31304188881697204,-0.709896563169431,-0.095980433655792,-0.03491597184881521,-0.1310565577033175,-0.3276220152772791,-0.17624004786479947,-0.07706086340456247,
12.284,-0.6324422542336215,-0.17976747101647275,-0.39863792982319995,-0.3155616303438473,-0.6980572671223378,-0.09608252782378186,-0.03264621403599605,-0.1386634479523394,-0.3276203896176591,-0.22282466121617658,-0.07643589923155714,
12.778,-0.634904560566554,-0.18229824582361254,-0.40524917781287473,-0.31780302630006835,-0.7106333943543143,-0.09641503860089232,-0.034420599834818585,-0.15090197986345277,-0.3349848346493147,-0.20907556013223563,-0.07838141517204107,
