ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.A [],90.777,0.0,80,100
ROI.B [],92.278,0.0,80,100
ROI.D [],34.778,0.0,30,50
ROI.D [],62.289,12.289000000000001,30,50
ROI.D [],88.287,0.0,80,100
ROI.D [],142.777,0.0,130,150
ROI.D [],193.788,43.78800000000001,130,150
ROI.03 [],92.777,0.0,80,100
ROI.22 [],34.778,0.0,30,50
ROI.22 [],49.277,0.0,30,50
ROI.22 [],60.292,10.292000000000002,30,50
ROI.22 [],88.287,0.0,80,100
ROI.22 [],142.777,0.0,130,150
ROI.22 [],193.788,43.78800000000001,130,150
ROI.27 [],85.777,0.0,80,100
