ROI,n_spikes,spike_times_s
ROI.11 [],19,22.278;24.787;39.777;45.278;48.788;51.277;64.777;68.288;87.777;90.288;95.276;118.277;120.277;127.286;143.784;147.277;176.789;181.776;182.777
ROI.09 [],9,49.277;52.776;101.280;123.785;132.277;162.779;166.279;174.278;185.277
ROI.04 [],3,29.277;143.282;185.277
ROI.06 [],2,27.777;192.778
ROI.000 [],1,142.277
