ROI,n_spikes,spike_times_s
ROI.22 [],9,58.278;82.277;89.279;106.777;134.777;144.784;161.777;166.779;184.778
ROI.F [],2,70.795;113.788
ROI.31 [],2,71.278;113.277
ROI.E [],1,156.788
ROI.10 [],1,156.276
ROI.09 [],1,155.278
ROI.19 [],1,159.279
ROI.11 [],1,156.788
