ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.02 [],2,19.27799999999999,19.27799999999999,16.0,3.2779999999999916,35.27799999999999
ROI.04 [],14,28.245214285714287,24.777499999999996,13.918637080129914,2.783999999999999,48.777
ROI.05 [],2,23.278999999999996,23.278999999999996,18.001000000000005,5.277999999999992,41.28
ROI.06 [],9,29.559111111111104,32.777,15.18158636451441,3.2860000000000014,47.77799999999999
ROI.07 [],2,22.52749999999999,22.52749999999999,19.249499999999998,3.2779999999999916,41.77699999999999
ROI.08 [],2,23.776999999999987,23.776999999999987,18.0,5.776999999999987,41.77699999999999
ROI.09 [],2,20.528500000000008,20.528500000000008,16.752499999999998,3.7760000000000105,37.281000000000006
ROI.10 [],2,19.27799999999999,19.27799999999999,16.0,3.2779999999999916,35.27799999999999
ROI.11 [],3,24.616666666666674,26.778000000000006,17.41935753375793,2.283999999999999,44.78800000000001
ROI.12 [],2,23.02799999999999,23.02799999999999,18.748999999999995,4.278999999999996,41.77699999999999
ROI.000 [],4,19.285000000000004,14.784000000000006,15.998375261257005,2.783999999999999,44.78800000000001
