ROI,Group_A,Group_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
ROI.01 [],10s,2mw,2,1,0.0229085454724745,0.0602529630166394,1.0,ns
ROI.01 [],10s,5hz,2,2,0.0229085454724745,0.05276886200165924,0.3333333333333333,ns
ROI.01 [],2mw,5hz,1,2,0.0602529630166394,0.05276886200165924,1.0,ns
ROI.03 [],10s,20s,3,1,0.019848400311245767,0.0718514394997438,1.0,ns
ROI.03 [],10s,2mw,3,1,0.019848400311245767,0.0415441204805515,1.0,ns
ROI.03 [],20s,2mw,1,1,0.0718514394997438,0.0415441204805515,1.0,ns
ROI.06 [],10s,2mw,1,1,0.0158798362120111,0.0520803022154406,1.0,ns
ROI.06 [],10s,Ctrl,1,1,0.0158798362120111,0.0296916267931862,1.0,ns
ROI.06 [],10s,Far Light Control,1,1,0.0158798362120111,0.0291810762223642,1.0,ns
ROI.06 [],2mw,Ctrl,1,1,0.0520803022154406,0.0296916267931862,1.0,ns
ROI.06 [],2mw,Far Light Control,1,1,0.0520803022154406,0.0291810762223642,1.0,ns
ROI.06 [],Ctrl,Far Light Control,1,1,0.0296916267931862,0.0291810762223642,1.0,ns
ROI.09 [],10s,20s,3,4,0.10510913145261717,0.21501425350994463,0.05714285714285714,ns
ROI.09 [],10s,2hz,3,1,0.10510913145261717,0.2005647148466681,1.0,ns
ROI.09 [],10s,5hz,3,2,0.10510913145261717,0.28285302967678594,0.2,ns
ROI.09 [],20s,2hz,4,1,0.21501425350994463,0.2005647148466681,1.0,ns
ROI.09 [],20s,5hz,4,2,0.21501425350994463,0.28285302967678594,0.26666666666666666,ns
ROI.09 [],2hz,5hz,1,2,0.2005647148466681,0.28285302967678594,1.0,ns
ROI.10 [],10s,20s,2,5,0.1365942281555198,0.2133657069923997,0.38095238095238093,ns
ROI.10 [],10s,2hz,2,1,0.1365942281555198,0.1869709113319951,1.0,ns
ROI.10 [],10s,5hz,2,3,0.1365942281555198,0.2967560051252119,0.2,ns
ROI.10 [],10s,5s,2,2,0.1365942281555198,0.1063408639781861,0.3333333333333333,ns
ROI.10 [],20s,2hz,5,1,0.2133657069923997,0.1869709113319951,1.0,ns
ROI.10 [],20s,5hz,5,3,0.2133657069923997,0.2967560051252119,0.39285714285714285,ns
ROI.10 [],20s,5s,5,2,0.2133657069923997,0.1063408639781861,0.38095238095238093,ns
ROI.10 [],2hz,5hz,1,3,0.1869709113319951,0.2967560051252119,1.0,ns
ROI.10 [],2hz,5s,1,2,0.1869709113319951,0.1063408639781861,1.0,ns
ROI.10 [],5hz,5s,3,2,0.2967560051252119,0.1063408639781861,0.2,ns
ROI.11 [],10s,20s,3,3,0.11488062798763893,0.23860148654064325,0.1,ns
ROI.11 [],10s,2hz,3,1,0.11488062798763893,0.1572055434083893,1.0,ns
