ROI,Group_A,Group_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
ROI.11 [],10s,5hz,3,3,0.11488062798763893,0.2776411953315499,0.1,ns
ROI.11 [],20s,2hz,3,1,0.23860148654064325,0.1572055434083893,1.0,ns
ROI.11 [],20s,5hz,3,3,0.23860148654064325,0.2776411953315499,0.7,ns
ROI.11 [],2hz,5hz,1,3,0.1572055434083893,0.2776411953315499,1.0,ns
ROI.12 [],10s,20s,5,5,0.09211655189170134,0.17693653066947249,0.05555555555555555,ns
ROI.12 [],10s,2hz,5,1,0.09211655189170134,0.1464830115817559,1.0,ns
ROI.12 [],10s,5hz,5,2,0.09211655189170134,0.29677096873688386,0.09523809523809523,ns
ROI.12 [],20s,2hz,5,1,0.17693653066947249,0.1464830115817559,1.0,ns
ROI.12 [],20s,5hz,5,2,0.17693653066947249,0.29677096873688386,0.09523809523809523,ns
ROI.12 [],2hz,5hz,1,2,0.1464830115817559,0.29677096873688386,1.0,ns
ROI.13 [],10s,20s,4,4,0.10185329086372767,0.22455535546985106,0.02857142857142857,*
ROI.13 [],10s,2hz,4,1,0.10185329086372767,0.1657984951453884,1.0,ns
ROI.13 [],10s,5hz,4,2,0.10185329086372767,0.32479502105924996,0.13333333333333333,ns
ROI.13 [],10s,5s,4,1,0.10185329086372767,0.1151577076114618,1.0,ns
ROI.13 [],20s,2hz,4,1,0.22455535546985106,0.1657984951453884,1.0,ns
ROI.13 [],20s,5hz,4,2,0.22455535546985106,0.32479502105924996,0.13333333333333333,ns
ROI.13 [],20s,5s,4,1,0.22455535546985106,0.1151577076114618,1.0,ns
ROI.13 [],2hz,5hz,1,2,0.1657984951453884,0.32479502105924996,1.0,ns
ROI.13 [],2hz,5s,1,1,0.1657984951453884,0.1151577076114618,1.0,ns
ROI.13 [],5hz,5s,2,1,0.32479502105924996,0.1151577076114618,1.0,ns
ROI.14 [],10s,20s,2,5,0.1350077645844662,0.1668712526714769,0.8571428571428571,ns
ROI.14 [],10s,2hz,2,1,0.1350077645844662,0.1196040849617328,1.0,ns
ROI.14 [],10s,5hz,2,2,0.1350077645844662,0.2667067913511916,0.3333333333333333,ns
ROI.14 [],10s,5s,2,9,0.1350077645844662,0.06396280232823068,0.03636363636363636,*
ROI.14 [],20s,2hz,5,1,0.1668712526714769,0.1196040849617328,1.0,ns
ROI.14 [],20s,5hz,5,2,0.1668712526714769,0.2667067913511916,0.19047619047619047,ns
ROI.14 [],20s,5s,5,9,0.1668712526714769,0.06396280232823068,0.001998001998001998,**
ROI.14 [],2hz,5hz,1,2,0.1196040849617328,0.2667067913511916,1.0,ns
ROI.14 [],2hz,5s,1,9,0.1196040849617328,0.06396280232823068,1.0,ns
ROI.14 [],5hz,5s,2,9,0.2667067913511916,0.06396280232823068,0.03636363636363636,*
ROI.16 [],10s,20s,1,4,0.109462092420355,0.2852438802625954,1.0,ns
ROI.16 [],10s,2hz,1,2,0.109462092420355,0.062215499277427797,1.0,ns
ROI.16 [],10s,5hz,1,2,0.109462092420355,0.1741922922272579,1.0,ns
ROI.16 [],20s,2hz,4,2,0.2852438802625954,0.062215499277427797,0.13333333333333333,ns
ROI.16 [],20s,5hz,4,2,0.2852438802625954,0.1741922922272579,0.26666666666666666,ns
ROI.16 [],2hz,5hz,2,2,0.062215499277427797,0.1741922922272579,0.3333333333333333,ns
ROI.17 [],10s,20s,2,5,0.12161570010817305,0.1864226794199125,0.5714285714285714,ns
ROI.17 [],10s,5hz,2,2,0.12161570010817305,0.18264637673370546,0.3333333333333333,ns
ROI.17 [],20s,5hz,5,2,0.1864226794199125,0.18264637673370546,0.8571428571428571,ns
ROI.18 [],10s,20s,2,5,0.13238424244419736,0.22051414189622545,0.38095238095238093,ns
ROI.18 [],10s,5hz,2,4,0.13238424244419736,0.18406237412239118,0.5333333333333333,ns
ROI.18 [],10s,5s,2,2,0.13238424244419736,0.08145529222332934,0.3333333333333333,ns
ROI.18 [],20s,5hz,5,4,0.22051414189622545,0.18406237412239118,0.7301587301587302,ns
ROI.18 [],20s,5s,5,2,0.22051414189622545,0.08145529222332934,0.38095238095238093,ns
ROI.18 [],5hz,5s,4,2,0.18406237412239118,0.08145529222332934,0.13333333333333333,ns
ROI.19 [],10s,20s,2,7,0.11158377623052085,0.15381625498377777,0.8888888888888888,ns
ROI.19 [],10s,2hz,2,1,0.11158377623052085,0.242942086341089,1.0,ns
ROI.19 [],10s,5hz,2,2,0.11158377623052085,0.2002949177236289,0.3333333333333333,ns
ROI.19 [],20s,2hz,7,1,0.15381625498377777,0.242942086341089,1.0,ns
ROI.19 [],20s,5hz,7,2,0.15381625498377777,0.2002949177236289,0.6666666666666666,ns
ROI.19 [],2hz,5hz,1,2,0.242942086341089,0.2002949177236289,1.0,ns
ROI.20 [],10s,20s,1,4,0.107466983977477,0.19787273163160246,1.0,ns
ROI.20 [],10s,2hz,1,11,0.107466983977477,0.05302575544477291,1.0,ns
ROI.20 [],10s,5hz,1,2,0.107466983977477,0.1738698218612002,1.0,ns
ROI.20 [],20s,2hz,4,11,0.19787273163160246,0.05302575544477291,0.0014652014652014652,**
ROI.20 [],20s,5hz,4,2,0.19787273163160246,0.1738698218612002,0.5333333333333333,ns
ROI.20 [],2hz,5hz,11,2,0.05302575544477291,0.1738698218612002,0.02564102564102564,*
ROI.21 [],10s,20s,2,3,0.10790380350513945,0.18938396916404973,0.2,ns
ROI.21 [],10s,2hz,2,1,0.10790380350513945,0.1630108885409843,1.0,ns
ROI.21 [],10s,5hz,2,3,0.10790380350513945,0.2423819772323642,0.2,ns
ROI.21 [],10s,5s,2,3,0.10790380350513945,0.08747278331315694,0.4,ns
ROI.21 [],10s,Ctrl,2,2,0.10790380350513945,0.0276328113511298,0.3333333333333333,ns
ROI.21 [],20s,2hz,3,1,0.18938396916404973,0.1630108885409843,1.0,ns
ROI.21 [],20s,5hz,3,3,0.18938396916404973,0.2423819772323642,0.7,ns
ROI.21 [],20s,5s,3,3,0.18938396916404973,0.08747278331315694,0.1,ns
ROI.21 [],20s,Ctrl,3,2,0.18938396916404973,0.0276328113511298,0.2,ns
ROI.21 [],2hz,5hz,1,3,0.1630108885409843,0.2423819772323642,1.0,ns
ROI.21 [],2hz,5s,1,3,0.1630108885409843,0.08747278331315694,1.0,ns
ROI.21 [],2hz,Ctrl,1,2,0.1630108885409843,0.0276328113511298,1.0,ns
ROI.21 [],5hz,5s,3,3,0.2423819772323642,0.08747278331315694,0.1,ns
ROI.21 [],5hz,Ctrl,3,2,0.2423819772323642,0.0276328113511298,0.2,ns
ROI.21 [],5s,Ctrl,3,2,0.08747278331315694,0.0276328113511298,0.2,ns
ROI.22 [],20s,2hz,10,13,0.29701576225809906,0.15172105260622704,0.002141593618601458,**
ROI.22 [],20s,2mw,10,1,0.29701576225809906,0.1775386498923274,1.0,ns
ROI.22 [],20s,5hz,10,1,0.29701576225809906,0.2656381447366228,1.0,ns
ROI.22 [],20s,5s,10,7,0.29701576225809906,0.2839646859372958,0.7396133278486219,ns
ROI.22 [],20s,Far Light Control,10,1,0.29701576225809906,0.3736445012485707,1.0,ns
ROI.22 [],2hz,2mw,13,1,0.15172105260622704,0.1775386498923274,1.0,ns
ROI.22 [],2hz,5hz,13,1,0.15172105260622704,0.2656381447366228,1.0,ns
ROI.22 [],2hz,5s,13,7,0.15172105260622704,0.2839646859372958,0.0017027863777089782,**
ROI.22 [],2hz,Far Light Control,13,1,0.15172105260622704,0.3736445012485707,1.0,ns
ROI.22 [],2mw,5hz,1,1,0.1775386498923274,0.2656381447366228,1.0,ns
ROI.22 [],2mw,5s,1,7,0.1775386498923274,0.2839646859372958,1.0,ns
ROI.22 [],2mw,Far Light Control,1,1,0.1775386498923274,0.3736445012485707,1.0,ns
ROI.22 [],5hz,5s,1,7,0.2656381447366228,0.2839646859372958,1.0,ns
ROI.22 [],5hz,Far Light Control,1,1,0.2656381447366228,0.3736445012485707,1.0,ns
ROI.22 [],5s,Far Light Control,7,1,0.2839646859372958,0.3736445012485707,1.0,ns
ROI.23 [],20s,Ctrl,1,1,0.0388261791333712,0.0385555363604302,1.0,ns
ROI.27 [],20s,2hz,1,3,0.0220163837398263,0.008713359248628767,1.0,ns
ROI.27 [],20s,5hz,1,1,0.0220163837398263,0.0113452707447881,1.0,ns
ROI.27 [],2hz,5hz,3,1,0.008713359248628767,0.0113452707447881,1.0,ns
ROI.31 [],10s,20s,4,3,0.17828170664190474,0.09864326695132324,0.05714285714285714,ns
ROI.31 [],10s,2hz,4,3,0.17828170664190474,0.4581918126205944,0.05714285714285714,ns
ROI.31 [],10s,5hz,4,2,0.17828170664190474,0.4717643725437397,0.13333333333333333,ns
ROI.31 [],20s,2hz,3,3,0.09864326695132324,0.4581918126205944,0.1,ns
ROI.31 [],20s,5hz,3,2,0.09864326695132324,0.4717643725437397,0.2,ns
ROI.31 [],2hz,5hz,3,2,0.4581918126205944,0.4717643725437397,1.0,ns
