ROI_A,ROI_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
ROI.01 [],ROI.03 [],3,3,1.6666666666666667,1.6666666666666667,1.0,ns
ROI.01 [],ROI.04 [],3,1,1.6666666666666667,2.0,1.0,ns
ROI.01 [],ROI.05 [],3,1,1.6666666666666667,1.0,1.0,ns
ROI.01 [],ROI.06 [],3,4,1.6666666666666667,1.0,0.11752486809663916,ns
ROI.01 [],ROI.09 [],3,7,1.6666666666666667,1.4285714285714286,0.6004712601233854,ns
ROI.01 [],ROI.10 [],3,10,1.6666666666666667,1.3,0.31731050786291415,ns
ROI.01 [],ROI.11 [],3,8,1.6666666666666667,1.25,0.2722535810629989,ns
ROI.01 [],ROI.12 [],3,9,1.6666666666666667,1.4444444444444444,0.5947925222500688,ns
ROI.01 [],ROI.13 [],3,9,1.6666666666666667,1.3333333333333333,0.3880723173825503,ns
ROI.01 [],ROI.14 [],3,9,1.6666666666666667,2.111111111111111,0.5270892568655381,ns
ROI.01 [],ROI.16 [],3,7,1.6666666666666667,1.2857142857142858,0.34957480612329817,ns
ROI.01 [],ROI.17 [],3,6,1.6666666666666667,1.5,0.765594483995764,ns
ROI.01 [],ROI.18 [],3,8,1.6666666666666667,1.625,1.0,ns
ROI.01 [],ROI.19 [],3,7,1.6666666666666667,1.7142857142857142,1.0,ns
ROI.01 [],ROI.20 [],3,6,1.6666666666666667,3.0,1.0,ns
ROI.01 [],ROI.21 [],3,10,1.6666666666666667,1.4,0.43242694445945185,ns
ROI.01 [],ROI.22 [],3,12,1.6666666666666667,2.75,0.650970814768913,ns
ROI.01 [],ROI.23 [],3,2,1.6666666666666667,1.0,0.31731050786291415,ns
ROI.01 [],ROI.27 [],3,3,1.6666666666666667,1.6666666666666667,1.0,ns
ROI.01 [],ROI.30 [],3,1,1.6666666666666667,2.0,1.0,ns
ROI.01 [],ROI.31 [],3,7,1.6666666666666667,1.7142857142857142,1.0,ns
ROI.03 [],ROI.04 [],3,1,1.6666666666666667,2.0,1.0,ns
ROI.03 [],ROI.05 [],3,1,1.6666666666666667,1.0,1.0,ns
ROI.03 [],ROI.06 [],3,4,1.6666666666666667,1.0,0.3864762307712327,ns
ROI.03 [],ROI.09 [],3,7,1.6666666666666667,1.4285714285714286,1.0,ns
ROI.03 [],ROI.10 [],3,10,1.6666666666666667,1.3,0.7548506118344304,ns
ROI.03 [],ROI.11 [],3,8,1.6666666666666667,1.25,0.695894823170777,ns
ROI.03 [],ROI.12 [],3,9,1.6666666666666667,1.4444444444444444,1.0,ns
ROI.03 [],ROI.13 [],3,9,1.6666666666666667,1.3333333333333333,0.8241408957418852,ns
