ROI,n_spikes,spike_times_s
ROI.08 [],5,33.778;56.277;81.777;121.278;149.286
ROI.02 [],4,34.783;78.287;121.278;151.777
ROI.07 [],4,34.783;78.287;120.788;153.778
ROI.14 [],4,34.783;78.287;121.278;153.778
ROI.11 [],3,39.278;81.278;116.278
ROI.15 [],3,41.278;74.777;114.277
ROI.16 [],3,41.278;80.284;121.777
ROI.12 [],1,54.778
