ROI,n_spikes,spike_times_s
ROI.06 [],4,110.785;152.778;184.277;199.776
ROI.01 [],3,110.785;184.277;199.776
ROI.11 [],2,183.778;199.776
ROI.02 [],1,197.778
ROI.07 [],1,187.776
ROI.03 [],1,200.287
ROI.08 [],1,198.276
ROI.09 [],1,198.276
ROI.10 [],1,198.276
ROI.13 [],1,200.287
