Group_A,Group_B,n_paired_ROIs,Mean_A,Mean_B,Mean_Diff,t_statistic,p_value,Cohens_d,Significance
Ctrl,blue,3,1.0,1.0,0.0,,,0.0,ns
Ctrl,red,3,1.0,2.0,-1.0,-2.0,0.1835034190722739,-1.1547005383792517,ns
blue,red,14,1.3571428571428572,2.107142857142857,-0.75,-3.7832025268578082,0.0022789237548074947,-1.0111034057342398,**
