Group_A,Group_B,n_paired_ROIs,Mean_A,Mean_B,Mean_Diff,t_statistic,p_value,Cohens_d,Significance
Ctrl,blue,3,0.1072183060301195,56.06174609632429,-55.95452779029417,-2.5836622137379934,0.12281091011579608,-1.4916780745966947,ns
Ctrl,red,3,0.1072183060301195,0.09743234776906895,0.009785958261050567,0.9123615577448965,0.4578875163166628,0.5267521909622822,ns
blue,red,14,19.863294279982984,0.2161847640704402,19.647109515912543,2.6622000748271515,0.01955252139500847,0.7115028982176534,*
