Group_A,Group_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
Ctrl,blue,3,29,8.950666666666661,30.656379310344832,0.002956350165005155,**
Ctrl,red,3,92,8.950666666666661,24.969978260869564,0.09063756957530231,ns
blue,red,29,92,30.656379310344832,24.969978260869564,0.8912045574521817,ns
