ROI,n_spikes,spike_times_s
ROI.27 [],12,26.778;35.779;47.778;54.778;72.278;104.282;129.788;138.279;148.276;156.778;174.785;185.277
ROI.F [],4,80.778;86.778;168.777;191.777
ROI.31 [],2,80.778;168.777
ROI.D [],1,185.779
ROI.C [],1,184.778
ROI.22 [],1,185.779
ROI.10 [],1,160.277
