ROI,n_spikes,spike_times_s
ROI.21 [],3,30.293;70.288;110.277
ROI.05 [],1,29.285
ROI.08 [],1,87.278
ROI.14 [],1,30.293
ROI.02 [],1,87.778
ROI.03 [],1,86.287
