ROI,n_spikes,spike_times_s
ROI.10 [],5,11.776;64.287;124.791;164.778;193.777
ROI.01 [],3,51.277;101.276;151.278
ROI.11 [],3,51.277;100.778;151.278
ROI.06 [],1,101.276
