ROI,Spike_Count,Avg_Latency_s,Median_Latency_s,Std_Latency_s,SEM_Latency_s
ROI.01 [],7,17.281571428571432,17.777,13.972742201123147,5.2812001425413
ROI.04 [],1,3.778999999999997,3.778999999999997,,
ROI.05 [],3,13.777000000000001,16.777,7.466592261534039,4.310839052125854
ROI.06 [],6,31.948500000000006,34.27700000000001,12.613595645175886,5.149478858745483
ROI.07 [],3,29.277666666666672,39.778000000000006,20.390524768463745,11.772474963990275
ROI.08 [],1,49.77799999999999,49.77799999999999,,
ROI.09 [],8,21.843125,20.781499999999994,14.614001470580977,5.166829770058993
ROI.10 [],1,40.77600000000001,40.77600000000001,,
ROI.11 [],25,32.96196,28.27800000000001,23.95193554892798,4.790387109785597
