ROI,n_spikes,spike_times_s
ROI.13 [],16,26.778;33.778;39.289;48.287;61.777;68.779;71.784;83.778;93.786;111.778;116.287;135.777;147.277;150.287;153.784;188.287
ROI.18 [],10,26.778;39.289;47.777;65.278;71.784;95.277;111.778;116.287;136.778;147.277
ROI.000 [],7,33.778;48.287;82.277;91.785;94.788;111.778;147.277
ROI.12 [],5,39.289;47.777;65.278;95.277;137.292
ROI.17 [],5,53.285;57.784;101.286;157.779;177.278
ROI.07 [],4,34.776;86.278;94.788;112.281
ROI.04 [],1,82.277
