ROI,n_spikes,spike_times_s
ROI.01 [],9,31.277;38.779;79.276;87.783;91.787;126.277;157.285;189.288;193.294
ROI.31 [],6,64.276;80.290;115.277;123.286;130.776;135.278
ROI.24 [],3,142.777;184.778;190.781
ROI.22 [],2,88.777;198.778
ROI.03 [],1,27.778
ROI.23 [],1,188.277
