ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.01 [],5,30.579400000000003,22.786,10.608080459725032,21.77799999999999,46.778000000000006
ROI.03 [],5,33.879000000000005,30.276000000000003,9.843841770365877,22.787999999999997,46.778000000000006
ROI.04 [],5,33.0788,31.278000000000006,8.127492439861138,20.27600000000001,44.277
ROI.05 [],5,33.3808,28.277,10.51447888199886,22.787999999999997,49.275999999999996
ROI.07 [],5,33.179199999999994,26.775999999999996,12.128868692503852,21.777,49.787000000000006
ROI.08 [],5,32.080400000000004,22.275,12.452452715830725,21.77799999999999,48.786
ROI.10 [],2,26.032,26.032,3.2440000000000033,22.787999999999997,29.276000000000003
ROI.14 [],5,32.8772,25.277,12.232561471744177,21.777,47.777
ROI.15 [],5,31.681,21.778000000000006,12.567841596710236,20.777,48.29400000000001
ROI.17 [],5,33.879599999999996,28.287000000000006,11.845340714390618,20.777,49.775000000000006
ROI.19 [],5,34.2808,32.276,3.115449656149173,30.786,38.278000000000006
ROI.22 [],5,34.786199999999994,29.786,11.567983253791478,21.287,49.787000000000006
ROI.24 [],3,22.444333333333333,21.778000000000006,0.9423376370612734,21.77799999999999,23.777
