ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.13 [],31.806999999999995,0.0,30,50
ROI.13 [],81.80699999999999,0.0,80,100
ROI.13 [],131.80699999999996,0.0,130,150
