Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.13 [],ROI.14 [],ROI.15 [],ROI.16 [],ROI.17 [],ROI.18 [],ROI.19 [],ROI.20 [],ROI.21 [],ROI.22 [],ROI.23 [],ROI.000 [],ROI.24 [],ROI.25 []
0.258,0.15141410676549477,0.12335753756003869,0.1727977567256898,0.0848812100686404,0.060211622463693305,0.23701542479769833,0.17086130954124207,0.09878518045180752,0.05256470142540138,0.09354193502692978,0.032668648913099396,0.01949563219462303,0.11005448720826774,0.0100863580644642,0.014193577346465145,0.015119503443753464,0.07932313224766209,0.03430664810333261,0.12254914137680938,0.045015159013285365,0.06880868231596515,0.10235119815691311,0.2779794483566076,0.0,0.15600300208682255,0.031031839573874762
0.777,0.13026373371016128,0.12221390018359071,0.15764590023077382,0.05834764355028851,0.04996948067440166,0.2150459094494981,0.1503551973153125,0.13745442656340298,0.043789762259097184,0.08298130390449136,0.03698691060389554,0.027417983820179917,0.1252603347355751,0.004190284462631971,0.013569040186335219,0.014081408773950385,0.06969978052516702,0.045062930575051244,0.12318673451936267,0.03655712660242213,0.06626719654810494,0.09598797998953884,0.27047238776340193,0.0,0.14352287683045192,0.03137927637151377
1.277,0.12236445339064247,0.10603168508718556,0.14275194286745288,0.03399491094254511,0.04820575131076057,0.20342106214621256,0.14846768433817073,0.13279807117821726,0.04654559140755078,0.07730077302240475,0.03415586921234849,0.04381031512729597,0.13528614477028536,0.007343177400077981,0.011269998006915067,0.005906803339990206,0.06531972785945883,0.04106317037749793,0.11689394392459183,0.03220236683413112,0.05701844541889151,0.09754067145026267,0.2630754015830119,0.0,0.14480966551352203,0.03215033369144828
1.777,0.09967533277692824,0.09243015132738347,0.1281918137472681,0.049113431870388524,0.04184368231666514,0.15730327772649033,0.12213042596381071,0.15206146639587956,0.03849606461579523,0.06709518053323002,0.020501746513068884,0.023352189727593915,0.11114540742065339,0.0004626943928410473,0.006853910623477035,0.005099382319721325,0.05622220294462565,0.026414944837141723,0.0876307883470066,0.028434130499567247,0.03166717615141214,0.08912643694859147,0.22290966432270198,0.0,0.1352226740505668,0.022567155614918153
2.277,0.09273707781145075,0.08867753598196759,0.10928799020726199,0.07557841186156483,0.052679127367442284,0.22920467719233395,0.15644658396846936,0.17501133129822247,0.039416335440792184,0.07524313865243326,0.033837472440141424,0.03226950390081702,0.12132347528632693,0.0071243999597709355,0.012493501625196272,0.00994488544832556,0.06212651474092957,0.05314454665130649,0.22613331049473565,0.0388433953778056,0.041285647557782724,0.08916227628619666,0.32395253296837945,0.0,0.12856408566759228,0.028085331274577508
2.787,0.07972338269979153,0.07661259523334708,0.09639705468509521,0.05065503849245871,0.03618990081383831,0.1946923040190792,0.1609170960530746,0.17552789627721035,0.0411284901169265,0.0760239250479408,0.03457529124956797,0.046139749345215524,0.11292262444210066,0.00485552889582477,0.013736077295825707,0.009427068142374402,0.06248395534866099,0.047079281998346434,0.13859964437743313,0.03574121162033841,0.04039836738187893,0.0816233415774173,0.3003875386247273,0.0,0.1153623838498795,0.031906316222954936
3.276,0.07451053702085303,0.08479431691647839,0.09090221365185924,0.0665990813681119,0.038858227203325775,0.19071894357657962,0.1614778895175647,0.16312919057592234,0.035226911081683895,0.07057140925823967,0.033568231199268585,0.05215475187801685,0.14375623625612274,0.008897922148243437,0.012798440880026648,0.011942998993661705,0.06163879978277907,0.047140078995179906,0.17568962176931374,0.03564176692683608,0.039657123014421335,0.08147787514922622,0.3081583137004363,0.0,0.09852318688222647,0.0288115147975128
3.787,0.06892258519000463,0.07743182111020708,0.07765115823179095,0.05821980440762957,0.043500307733278724,0.17901559361106,0.16614448803930407,0.13736710840565525,0.035744706215257556,0.06607092627047853,0.03529799160120605,0.047966016316536075,0.10161239199114969,0.005746406675586356,0.01132624603015343,0.009644578931432524,0.06232818230372787,0.05449001917892669,0.1497172263628491,0.030772695836414853,0.04014600553162248,0.08423749780012037,0.2814894175428042,0.0,0.09243221721284442,0.025840049194275877
4.278,0.0749503495257375,0.0742976570266603,0.08532740123111128,0.09992826328774791,0.0531708539333131,0.2067867666699634,0.16677114957379813,0.1310808961514416,0.038902452797325696,0.06309004157927144,0.03219328093863791,0.06142315429903248,0.14440478683686175,0.010679111381342815,0.015500901352518245,0.011273930132526375,0.058302266366938214,0.05180865886221974,0.20274506781020668,0.029409704685971347,0.03550301863149726,0.07663999330586369,0.3147132790138417,0.0,0.10006118763254951,0.03228749604838066
4.778,0.06650445111242738,0.07492841346825121,0.08943657036143611,0.05454061177200417,0.04423754341998834,0.1696854964496407,0.14623466987932143,0.12445078583114381,0.03439601604908776,0.05496274720043978,0.027706318219648418,0.0404436285468095,0.12503765919603751,0.0055246528331887425,0.009560770994732095,0.004824876857515557,0.05216420137943258,0.043511604892135576,0.1517886283497643,0.029713742770709133,0.029839624884816413,0.07352030966779662,0.25613631395607606,0.0,0.08470899271836631,0.024235022586031274
