ROI,n_spikes,spike_times_s
ROI.06 [],38,27.787;35.777;40.776;43.278;46.279;50.277;52.776;56.277;64.776;69.278;76.776;86.788;89.277;94.277;115.777;117.282;121.277;123.279;127.277;129.286;133.277;134.777;138.277;143.776;147.787;151.277;155.282;157.777;162.277;163.778;165.779;167.277;175.284;179.277;182.777;187.277;191.785;194.787
ROI.11 [],30,18.277;35.777;49.278;51.278;56.777;60.281;69.278;70.277;79.284;80.777;85.278;92.777;100.292;112.779;115.777;120.287;123.779;129.778;131.776;139.778;142.277;149.278;158.277;163.778;167.786;176.776;183.779;186.286;197.278;199.779
ROI.000 [],1,37.777
