Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.13 [],ROI.14 [],ROI.15 [],ROI.16 [],ROI.17 [],ROI.18 [],ROI.19 [],ROI.20 [],ROI.21 [],ROI.22 [],ROI.23 [],ROI.000 [],ROI.24 [],ROI.25 []
0.258,,0.06045251666789924,0.2822110682438344,-0.1601798968599713,-0.21484857445209082,-0.30973211756646346,-0.3459649788319639,-0.2951380680145683,0.002075968884150286,0.06149109719534342,-0.10968720429541884,0.022557236021799324,-0.2596243505273526,-0.14603169033254532,-0.1188086463906731,-0.15908828943251405,0.01394103307664897,0.16389691533450587,-0.3506586275259853,-0.024047099269787306,0.017624437458345816,0.07030452983297929,-0.3820563090538878,-0.40788093578372464,0.05195412364570261,-0.056694844722181094
0.777,,0.08168170068950154,0.3117000034130321,-0.17993392536515349,-0.2479254197712658,-0.3264965799814533,-0.3619515958121349,-0.32975427812105407,0.0014541591704634758,0.0601012251974044,-0.06030330652159715,-0.03993448427929468,-0.28545253732788123,-0.12171613911540223,-0.08720857086570676,-0.1176352876411252,0.016874957630037525,0.07733645140313608,-0.36929603204512074,-0.01878236591108243,0.03858151558425595,0.06970115125827735,-0.3996812946747632,-0.4221255461052324,-0.08511009195516295,-0.03464329087623121
1.277,,0.04174478079682845,0.24859000943942441,-0.18209653542814971,-0.26133861230656447,-0.327182889648528,-0.3702967027637106,-0.3298126918181004,0.008412573250029023,0.048004811442542886,-0.059133460625003555,-0.07253130011643444,-0.2946247115303316,-0.098263479038296,-0.0811601883595588,-0.12216509838022735,0.015643702503170043,0.057388926560424,-0.37412698482410855,-0.021401356200406344,0.031233373320552267,0.06907157789443141,-0.4056503389919783,-0.4280989166871528,-0.17587242715475823,-0.027614612771112292
1.777,,0.043917850952194415,0.2769375086171098,-0.2159056183354832,-0.28955133078120315,-0.33201554570274144,-0.3823577726022869,-0.3552420924897915,0.007866379726973271,0.04471526640432524,-0.060448399139475736,-0.09204062271261758,-0.30857211977962395,-0.08365133254945198,-0.06431860033118757,-0.0886013148125095,0.018118617823965864,0.024811253521513806,-0.386069775257035,-0.012112576700236117,0.0025784127365873484,0.07039324202271997,-0.41571308970617904,-0.439660163677432,-0.3116784593297662,-0.026510984319863904
2.277,,0.029153709247197717,0.17221975824563196,-0.2335459160922135,-0.3086223417287462,-0.3612279956558979,-0.39389369766722854,-0.36644607842289256,0.010985318258568735,0.054742254446997894,-0.03374835249749804,-0.11100870949364756,-0.3135344368406806,-0.059844242458466514,-0.045956411375233874,-0.06587918792707721,0.028489973120602807,-0.0199361638922622,-0.40192481537581215,0.0001672000896735728,0.01919332762483489,0.07184842471637623,-0.4281793977038673,-0.44318299250989185,-0.27510166233579886,-0.01727550823309493
2.787,,0.019999953129843255,0.1606192530326105,-0.23717235843740528,-0.31353731061927936,-0.3606928671342823,-0.40240943996593964,-0.375446317267594,0.020351882771377193,0.05686754392031277,-0.01597212099178217,-0.1490798269219728,-0.32109230074095774,-0.04779814784785294,-0.02774546290164685,-0.04674120146207644,0.034078987566196525,-0.041212669310385835,-0.4015386367337124,0.002830845459733207,0.023232397171840845,0.06803112063777203,-0.4309644722153947,-0.44980627030730075,-0.23215445929085293,-0.006441829135081851
3.276,,0.05037689079103422,0.1537556538224407,-0.2508785919996288,-0.32371664174744685,-0.36449120166283283,-0.40659563020368356,-0.37658971753064807,0.014102565946840447,0.051369806613258344,-0.011056145600414055,-0.16618220290358424,-0.3336754610301153,-0.030754058851770287,-0.02370396438342347,-0.03193345686880878,0.036960580669671936,-0.05469618738551319,-0.40883054215093206,0.00626910189780355,0.026624280802512917,0.07131205977119491,-0.4354931157368456,-0.45246257566517756,-0.13619441499249632,-0.007790790031767732
3.787,,0.04630615107901122,0.10941649689986918,-0.251080774574876,-0.33357279009918167,-0.36653033998202067,-0.40992052176109695,-0.3782919535881983,0.015649621900190487,0.04349799497457894,-0.0007025804456682113,-0.17085116718657573,-0.3282289492876043,-0.030611783491831104,-0.01973221435959168,-0.02569273994880337,0.03519083710802732,-0.07966321230892286,-0.41045850980291476,0.0017544173556348032,0.024193959775562202,0.07352546027686628,-0.434941606617761,-0.4566467527016574,-0.1043676909303385,-0.008025421738577728
4.278,,0.03274527256120842,0.12897830232202923,-0.2656749330455729,-0.33640492196832783,-0.3707033714708176,-0.4075091892717023,-0.37394426722813146,0.01689318644689926,0.03678119060034308,-0.015168888558570933,-0.17960697813946044,-0.33609499194145953,-0.02306383750476364,-0.014524269976895623,-0.026734869125507647,0.023739355396434503,-0.06541139076415033,-0.4137037702588203,-0.00497028179196458,0.009190373285539908,0.05635487324828116,-0.4368184237266745,-0.4548842275141501,-0.13055529055388423,0.0003610555959646466
4.778,,0.04858317750207472,0.19896513099525706,-0.2541422083405967,-0.34103396148664417,-0.36480850175111007,-0.4098034303728431,-0.3794957023743677,0.014413399923582426,0.02897992727527185,-0.014150546136107474,-0.1712888193861917,-0.3386627873367278,-0.023968198429667745,-0.017770891483866617,-0.030451570840870502,0.01967391276152629,-0.07269768494570279,-0.41405658132254086,0.0013568507179981223,0.00603975638208674,0.05687919461539303,-0.43522614329750153,-0.45916720899331676,-0.07940666334059708,-0.00739254145403585
5.278,,-0.0011948084085955074,0.16011156356984965,-0.256191813475607,-0.35106766593944816,-0.36461047810008657,-0.4138776473016067,-0.3935221067154344,0.009867288885548137,0.02512904899737576,-0.013681465024124267,-0.17752119432863794,-0.3311752285478565,-0.01385109499073135,-0.009125355259322015,-0.011478638640466898,0.018663106269314403,-0.06468351284998329,-0.4168006541941568,0.006821898829729318,0.01264810204289626,0.05339948565097989,-0.44045620918549944,-0.4612078904697399,-0.1553312932875038,0.0014301269703053904
