ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.02 [],2,27.027000000000005,27.027000000000005,0.7489999999999988,26.278000000000006,27.776000000000003
ROI.04 [],4,35.52975000000001,36.278000000000006,8.761429003735635,24.286,45.277
ROI.05 [],1,49.27799999999999,49.27799999999999,0.0,49.27799999999999,49.27799999999999
ROI.03 [],3,26.11733333333333,29.284999999999997,19.921870131981972,0.2890000000000015,48.77799999999999
ROI.07 [],3,34.777,32.277,7.756717518813397,26.777,45.277
ROI.08 [],5,25.380399999999998,28.276999999999987,14.271564968145578,1.2759999999999962,45.778000000000006
ROI.09 [],3,22.618666666666666,25.277,17.245503227089532,0.2940000000000005,42.285
ROI.10 [],3,16.947666666666667,23.27799999999999,11.141285393625916,1.2870000000000061,26.278000000000006
ROI.12 [],3,41.94766666666667,47.777,8.607782150795613,29.778,48.288
ROI.13 [],3,26.11733333333333,29.284999999999997,19.921870131981972,0.2890000000000015,48.77799999999999
ROI.14 [],3,28.780333333333328,26.286,15.816616248602468,10.776999999999987,49.27799999999999
