ROI,Group_A,Group_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
ROI.01 [],10s,20s,2,4,24.7815,24.782750000000004,1.0,ns
ROI.01 [],10s,2Hz,2,1,24.7815,26.78800000000001,1.0,ns
ROI.01 [],10s,5Hz,2,2,24.7815,22.528,0.6666666666666666,ns
ROI.01 [],20s,2Hz,4,1,24.782750000000004,26.78800000000001,1.0,ns
ROI.01 [],20s,5Hz,4,2,24.782750000000004,22.528,1.0,ns
ROI.01 [],2Hz,5Hz,1,2,26.78800000000001,22.528,1.0,ns
ROI.05 [],20s,2mW,1,1,10.777,25.277,1.0,ns
ROI.06 [],2Hz,5Hz,3,2,25.120333333333335,10.527000000000001,0.8,ns
ROI.07 [],20s,2mW,1,1,12.278000000000006,25.777,1.0,ns
ROI.09 [],20s,Ctrl,3,3,24.277333333333342,13.44333333333334,0.7,ns
ROI.11 [],20s,2Hz,5,2,24.8812,39.286500000000004,0.5714285714285714,ns
ROI.11 [],20s,5Hz,5,1,24.8812,28.777,1.0,ns
ROI.11 [],20s,5s,5,7,24.8812,34.783,0.7550505050505051,ns
ROI.11 [],20s,Ctrl,5,2,24.8812,48.03249999999999,0.38095238095238093,ns
ROI.11 [],2Hz,5Hz,2,1,39.286500000000004,28.777,1.0,ns
ROI.11 [],2Hz,5s,2,7,39.286500000000004,34.783,0.5,ns
ROI.11 [],2Hz,Ctrl,2,2,39.286500000000004,48.03249999999999,0.6666666666666666,ns
ROI.11 [],5Hz,5s,1,7,28.777,34.783,1.0,ns
ROI.11 [],5Hz,Ctrl,1,2,28.777,48.03249999999999,1.0,ns
ROI.11 [],5s,Ctrl,7,2,34.783,48.03249999999999,0.5,ns
