Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 []
0.258,0.0,0.06353187478059986,0.0284875294602433,0.4441652901746482,-0.0053063052656570665,-0.0053063052656570665,0.028755891496136013,-0.0296143178138916,1.2731137701446777,0.2332632029942137
0.777,0.0,0.03937192478378731,0.03225276525689253,0.3875462702070624,-0.0010341097360403162,-0.0010341097360403162,0.02083941421252581,-0.018991945422128474,1.1674193361473504,0.22573486554826142
1.277,0.0,0.052229342687156545,0.020817725702530647,0.34795070301249087,-0.00032843311115201917,-0.00032843311115201917,0.020580462050740427,-0.0006029210656937155,0.958051909658047,0.19229701441318198
1.776,0.0,0.04616950726065398,0.022818589876939105,0.3255921046012651,0.00025805458733389465,0.00025805458733389465,0.020538513608819507,0.003010009499368431,0.8528493657930684,0.15385152875776587
2.276,0.0,0.04361033455498325,0.025838082606223296,0.2330931368364447,0.0006215267323898386,0.0006215267323898386,0.015805621217882766,0.00030151247233861276,0.8113320235625217,0.13678858826947946
2.778,0.0,0.034125665257371054,0.027491812514316618,0.24053937867425754,0.0010848432163425854,0.0010848432163425854,0.016738854443610354,0.0029602887848362925,0.7150594205277115,0.1378449159898883
3.277,0.0,0.03746550196486325,0.013885731910201425,0.16992798772243242,0.0012733976157905183,0.0012733976157905183,0.01714983993020171,0.008318061719552303,0.5690861352190414,0.11247773759800113
3.785,0.0,0.029229766929778408,0.013428052478279422,0.1647462736100347,0.0016708558559982082,0.0016708558559982082,0.012657871571774438,0.02191452721503348,0.5975381792087905,0.08919014025301558
4.277,0.0,0.027525838250461464,0.012290229804657635,0.1560497083169477,0.0019605289870493437,0.0019605289870493437,0.012008095525198074,0.01583902336151843,0.44795916446283335,0.06114515749894756
4.776,0.0,0.02554885855849312,0.022190240636828333,0.12145222239990101,0.0026399293305246546,0.0026399293305246546,0.014597154293746873,0.004360085058795845,0.48973210311400506,0.09717955469212027
5.276,0.0,0.023799154554866725,0.009648246140707214,0.11983229869560467,0.0026576970784225906,0.0026576970784225906,0.012282374975584945,0.032484070988027594,0.37026757753219697,0.04052993010049738
5.776,0.0,0.03095394643517228,0.005890716336517967,0.1000876531919839,0.0028122484143057484,0.0028122484143057484,0.008842120333241117,0.021681299498661506,0.4032085555675062,0.04632227491845096
6.285,0.0,0.01526081753186261,0.00613583625991527,0.08945684383402376,0.0028188306057312846,0.0028188306057312846,0.008564032712467171,0.026700170234118893,0.3584670034720078,0.03875906959829626
6.777,0.0,0.026531626348451604,0.010583548729616662,0.0867712736194108,0.0027123498162639455,0.0027123498162639455,0.00949639579030692,0.02940964930917959,0.29627465785692586,0.06083554684315746
7.28,0.0,0.031148317862443115,0.007658302592828079,0.07852549378563295,0.003108176106016265,0.003108176106016265,0.005252246382717141,0.0339058684457801,0.24505222617379613,0.0640926517210206
7.781,0.0,0.026971626994056405,0.018651090747156113,0.04316268079935211,0.00343661754935944,0.00343661754935944,0.007810030016143101,0.03368519364594139,0.2568168407416837,0.08634592047139195
8.283,0.0,0.020072560378400318,-0.00020172349851660073,0.04844766133457349,0.0031373720344221997,0.0031373720344221997,0.004189662204023814,0.02509446873363089,0.20623294821812124,0.03614198842557055
8.784,0.0,0.012658441367778599,0.007123781285597511,0.05778883305649655,0.0030903311104598075,0.0030903311104598075,0.00526206604033392,0.041523745966148246,0.1827694975390343,0.04769219297309393
9.275,0.0,0.02097518992618475,0.009074344452102347,0.06543478182475437,0.0030052992501519425,0.0030052992501519425,0.006576034990275794,0.03362838144355236,0.19279985551588155,0.06925192268710517
9.793,0.0,0.01914593397618044,0.0066981669588543425,0.02643243121995202,0.002885257613334145,0.002885257613334145,0.006177387235497188,0.02861455233607247,0.15916529305768712,0.06152660671704631
10.275,0.0,0.021029739573888564,0.0035128309150141788,0.035737083112031935,0.002594895686653953,0.002594895686653953,0.007538990958011994,0.02363930636762466,0.1242481626875617,0.018556312473176503
10.785,0.0,0.010605665719710522,-0.0018490913556896576,0.027689028916416083,0.0026136542750618045,0.0026136542750618045,0.004470293672543884,0.029446798572925804,0.12666538639788766,0.03508584327056511
11.276,0.0,0.014618752665654577,0.0007772533116457745,0.0037296506360612225,0.00271515686165953,0.00271515686165953,0.007618354820667201,0.024289374659328025,0.1649333530025485,0.049276267740424616
11.776,0.0,0.026927904000983625,0.008180488444853072,0.057493797802307074,0.0030248047293401827,0.0030248047293401827,0.005076801627350205,0.03776931473158641,0.17781756173616206,0.028558330413162913
12.285,0.0,0.013285063580875873,0.0005315219446466251,0.02276015382951667,0.002764656087678703,0.002764656087678703,0.0056642677254822435,0.025818247681743248,0.11846721258187914,0.040517698579725904
12.776,0.0,0.017047319589787103,0.006851354424729778,0.052170582905052394,0.0030363613047131254,0.0030363613047131254,0.003661187022209811,0.028659522349539668,0.17741706838156038,0.000989421082190873
13.276,0.0,0.022925878794391848,0.0033622267424539463,0.04672697286017216,0.002849701657664071,0.002849701657664071,0.0025004740589549836,0.03563910135453991,0.1668775353588164,0.020041065827156212
13.785,0.0,0.015251987423642845,0.004360724252977791,0.023447938271702804,0.0029832934168088337,0.0029832934168088337,0.0025041301204982206,0.03475319400321706,0.1000685926649831,0.005504491465310704
14.277,0.0,0.016698635575618133,0.007884330219760951,0.039225340914079844,0.0030087713081658894,0.0030087713081658894,0.0028799099949862275,0.03234414867352876,0.11228289683420012,0.007646832137598228
14.776,0.0,0.0186002068593757,0.003059203887072516,0.014235899869791062,0.0029577522564420847,0.0029577522564420847,0.00225106921757973,0.04227292135463297,0.070076139446629,0.02669722547036878
15.286,0.0,0.014705708242580972,0.011442536908522826,0.019742733899684704,0.002452401330110055,0.002452401330110055,0.0055410538627570245,0.027308404598489867,0.11009044541703458,0.015525572535571804
15.776,0.0,0.007078645506785242,-0.00986214877457942,0.013759176259317829,0.0024489511501955496,0.0024489511501955496,0.003080525006577783,0.04170447203968168,0.0987970806783502,0.011974223424855603
16.276,0.0,0.012163514082028454,-0.00013578036214397158,0.026555320030043676,0.003649656145665635,0.003649656145665635,0.0006315357785732349,0.0193275505513246,0.14687217620745677,0.003048646363277963
16.784,0.0,0.01622605798629504,0.014151874453091186,0.01476346361089192,0.0033077567867451528,0.0033077567867451528,0.0017224743984165932,0.011053306109926294,0.06425491840175643,0.062280746976804746
17.275,0.0,0.015212315158927413,0.007229786496266331,0.06401496586769094,0.013310970987230494,0.013310970987230494,0.003131197285525546,0.015105935913027157,0.16601394177192838,0.036651561059283994
17.785,0.0,0.007678968547548074,0.006331774206453451,0.01586911808972875,0.05083001421072692,0.05083001421072692,-6.1027622336724685e-05,0.01687258559484509,-0.011541922475963659,0.029703721042992636
18.276,0.0,0.0005098512531554605,0.0061831022352970486,0.02664490379049087,0.050750402094772384,0.050750402094772384,0.003567696809732595,0.013677901946884358,0.10010322449857632,0.0014594398624755386
