Time (s),ROI.02 []
0.258,0.049850258217735435
0.779,0.07853811058453143
1.277,0.0796813712185371
1.777,0.07924557416756121
2.277,0.08573919226381743
2.777,0.042028890733777975
3.277,0.07262869118854239
3.777,0.06487027520787125
4.287,0.04424997761787626
4.778,0.07690681438234663
5.278,0.05897597336930511
5.778,0.09538197132698789
6.279,0.050539103108801664
6.776,0.061149612781843776
7.277,0.07179190959059843
7.787,0.060123619821444534
8.278,0.06467668866415613
8.777,0.05425358600592636
9.281,0.05596697227981081
9.786,0.0665528497866639
10.278,0.07139422454906488
10.776,0.04230850149057251
11.286,0.05339840527533277
11.778,0.03734818671368212
12.277,0.04168499817439802
12.776,0.04959993243062591
13.276,0.03770652356376637
13.777,0.047018293287026905
14.277,0.02939834148402114
14.776,0.03993345497099589
15.278,0.050498836113597984
15.777,0.06322623109309708
16.285,0.060565237667666486
16.777,0.05103634998527895
17.286,0.06103194422635394
17.777,0.04449178581024035
18.276,0.02967468449029894
18.786,0.03930273144164807
19.275,0.04454753227017927
19.776,0.03761751354154674
20.278,0.02651117192367855
20.784,0.00978335755350202
21.276,0.009922781731149799
21.776,0.0033201723846968015
22.282,0.034613948104742276
22.784,0.04006461733074305
23.284,0.03044187408174953
23.778,0.026215227105030433
24.277,0.006329511346147597
24.777,0.009819550903285887
25.276,0.006592173587105025
25.776,0.031113620148904977
26.284,-0.006595008444888744
26.777,0.007965560404347712
27.286,0.009746796139685389
27.777,0.01482531821890256
28.275,0.01401803749308152
28.786,0.013477063315554448
29.279,0.0137856161906231
29.777,0.005123859951767285
30.277,0.022604340432984593
30.777,0.8172281253317346
31.277,0.82192068002804
31.777,0.8163331316450997
32.276,0.862962956714569
32.776,0.8287688655341774
33.276,0.8599131907635945
33.777,0.8220993578334655
34.277,0.8647831146291537
34.777,0.8431578434698838
35.275,0.8320407704951369
35.786,0.7713527975525323
36.281,0.8118585037580336
36.783,0.775679396163603
37.285,0.7630856409069329
37.777,0.8589112605535035
38.275,0.8665120178536893
38.786,0.7957923875818781
39.277,0.8675961010910338
39.777,0.8328996220106448
40.286,0.75052089690647
40.777,0.8606693034899968
41.285,0.771338344005712
41.776,0.8628371560123836
42.276,0.8555059293069424
42.776,0.8651616598114348
43.275,0.8822420680151662
43.785,0.7665601678102153
44.279,0.8651024146267567
44.775,0.8814116709784874
45.284,0.7936116783868887
45.777,0.8226040463138943
46.277,0.8185326581486602
46.776,0.8455070180369068
47.276,0.8690869918919215
47.777,0.8401803533708475
48.276,0.8669805143371079
48.783,0.810636256822196
