Condition_Group,Spike_Count,Avg_Latency_s,Median_Latency_s,Std_Latency_s,SEM_Latency_s
10s,39,23.344871794871803,22.778,10.839049439239991,1.7356369757075647
20s,70,24.545757142857145,22.527499999999996,12.812608527852232,1.5313996272690815
2hz,40,28.641974999999995,29.028,15.466902394016252,2.445531995630121
2mw,5,29.581400000000002,25.277,9.62456423948638,4.304235978661022
5hz,35,20.736771428571426,23.27799999999999,8.534203771005357,1.4425437255570657
5s,24,16.76066666666667,13.030000000000001,14.887862913962083,3.0389722916426836
Ctrl,4,39.780249999999995,48.28349999999999,25.044254848501012,12.522127424250506
Far Light Control,6,28.86233333333333,33.5325,19.44116987906506,7.936824367745858
