Term,Coefficient,Std_Error,z_value,p_value,Significance
Intercept,0.08731391147767699,0.019586926856284066,4.457764718188249,8.281873082307502e-06,***
C(condition_group)[T.20s],0.09107825050026944,0.01731556639829295,5.259905936963653,1.4412911112410572e-07,***
C(condition_group)[T.2hz],0.01847082535563647,0.021117365502393206,0.8746747009489984,0.38175092936000155,ns
C(condition_group)[T.2mw],-0.000499791670064339,0.04327685091542354,-0.011548706975955522,0.9907856698303498,ns
C(condition_group)[T.5hz],0.13564559645903934,0.019794996204264313,6.852519447809647,7.256051815978581e-12,***
C(condition_group)[T.5s],0.021065586276723926,0.024054262224828545,0.8757527493393773,0.38116446215904676,ns
C(condition_group)[T.Ctrl],-0.042359021157316726,0.04787042691822564,-0.8848682555030533,0.3762276909540845,ns
C(condition_group)[T.Far Light Control],0.008440384066950234,0.04711629298241735,0.17913939176199575,0.8578282521044646,ns
ROI (random effect var),0.003449385353317816,,,,
