Group_A,Group_B,n_paired_ROIs,Mean_A,Mean_B,Mean_Diff,t_statistic,p_value,Cohens_d,Significance
10s,20s,14,0.11243630718390603,0.18850663926164415,-0.07607033207773814,-4.89020406392507,0.00029520156295658606,-1.306962011329799,***
10s,2hz,11,0.11820545070100619,0.17781934577279981,-0.05961389507179363,-2.138655064646841,0.05816669574361938,-0.6448287641297131,ns
10s,2mw,3,0.019545593998577124,0.051292461904210496,-0.03174686790563338,-6.303469325699028,0.024255603299815978,-3.639309712020883,*
10s,5hz,14,0.11265488898113662,0.24482171469477287,-0.1321668257136362,-6.464054882697609,2.119304666879199e-05,-1.7275913357398336,***
10s,5s,5,0.12274866591061011,0.09087788989087296,0.031870776019737125,2.23356053972471,0.08925737679056994,0.9988786397371143,ns
10s,Ctrl,2,0.061891819858575274,0.028662219072157998,0.03322960078641728,0.7063906874427553,0.6084774701991319,0.49949364525779927,ns
20s,2hz,13,0.19071821806500477,0.1628036319504349,0.02791458611456987,0.7208458322077537,0.484811219814152,0.19992666228688977,ns
20s,2mw,2,0.18443360087892144,0.10954138518643945,0.07489221569248199,1.6797664967416892,0.3418468887262164,1.187774280656019,ns
20s,5hz,15,0.19241824374407998,0.2434479039471048,-0.051029660203024775,-1.8045276179720997,0.09269822781667982,-0.46592702747848547,ns
20s,5s,6,0.21861769807535034,0.12305902256527677,0.09555867551007353,5.481527640831276,0.00275545709656315,2.2378242884997808,**
20s,Ctrl,2,0.11410507414871046,0.03309417385578,0.08101090029293047,1.0033520177078206,0.4989348058953968,0.7094770156384048,ns
2hz,5hz,13,0.1628036319504349,0.2526930621808058,-0.08988943023037085,-5.2221215081779695,0.00021396980083119945,-1.4483559126491545,***
2hz,5s,5,0.15742108651726555,0.13137976863366627,0.026041317883599265,0.6513864308893166,0.5503264651818816,0.2913088678178961,ns
2mw,5hz,2,0.1188958064544834,0.15920350336914102,-0.04030769691465762,-0.8434019781804665,0.5539516695572111,-0.5963752580375564,ns
2mw,Far Light Control,2,0.114809476053884,0.20141278873546745,-0.08660331268158344,-0.7908794967657171,0.57400278216098,-0.5592362552644426,ns
5hz,5s,6,0.2633900522711719,0.12305902256527677,0.14033102970589517,3.9421835239642458,0.010935951520637557,1.6093896843532103,*
