ROI,n_spikes,spike_times_s
ROI.13 [],13,26.778;33.778;39.289;48.287;61.777;68.779;83.778;93.786;111.778;135.777;147.277;153.784;188.287
ROI.18 [],9,26.778;39.289;47.777;65.278;71.784;95.277;111.778;136.778;147.277
ROI.000 [],6,33.778;48.287;82.277;91.785;111.778;147.277
ROI.12 [],5,39.289;47.777;65.278;95.277;137.292
ROI.07 [],4,34.776;86.278;94.788;112.281
ROI.17 [],4,53.285;101.286;157.779;177.278
ROI.04 [],1,82.277
