ROI,n_spikes,spike_times_s
ROI.09 [],20,21.789;33.285;50.280;62.288;64.778;67.279;76.777;82.788;85.777;88.778;93.284;101.278;143.777;148.778;153.284;169.778;182.278;184.289;186.778;196.789
ROI.000 [],17,31.277;34.286;40.787;60.290;70.278;77.778;89.278;91.288;114.792;120.277;122.778;125.284;146.778;163.777;173.785;179.278;188.777
ROI.06 [],2,112.280;119.788
