Condition_Group,Spike_Count,Avg_Latency_s,Median_Latency_s,Std_Latency_s,SEM_Latency_s
10s,1,17.777,17.777,,
20s,7,4.580857142857143,0.0,8.118132614268946,3.0683657153711823
2Hz,3,20.953666666666667,20.795,7.2463029424205985,4.18365495443611
2mW,2,5.527000000000001,5.527000000000001,0.3535533905932738,0.25
5Hz,1,4.277999999999992,4.277999999999992,,
5s,5,34.5256,29.277,37.60673110362027,16.818241431850122
Ctrl,3,18.68833333333333,11.287999999999997,23.28773566350608,13.445180454142085
