Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.13 [],ROI.14 [],ROI.15 [],ROI.16 []
0.257,0.0,0.8324376466083783,0.18730236443834844,0.6986316524523944,0.11915892621089119,0.05098403771994209,0.10766763930949938,0.03477070914015179,0.2556982746695618,0.06511827094375934,0.34632008857077584,0.007593072884744004,0.010423191952415688,0.02869125134907336,0.021810609976836134,0.0472727882315234
0.777,0.0,0.7277157469606884,0.0460580365523166,0.6553593796197076,0.11315076598064795,0.03909107594111926,0.10940800581158303,0.028295414385693142,0.23594608577260814,0.07254405217295647,0.34301056280960385,0.016581535320914234,0.011192420997079554,0.047146039940234356,0.02999252177062181,0.05756086720266465
1.278,0.0,0.6558996205967537,0.05188249811705105,0.6224136043179838,0.08817806690432767,0.03748020866634133,0.08276917187229271,0.028472911425324956,0.20889801776462544,0.07510933250017891,0.3821759242651057,0.040797865145954314,0.033549195539037936,0.059937101400696705,0.03004476459591027,0.08507492425857738
1.776,0.0,0.5397393585100121,0.04101406394281623,0.5391799271437567,0.08431009484137902,0.03267895104671789,0.054135556060450306,0.017299207030560593,0.17861793503764034,0.05962661124923638,0.4281825003434415,0.028984333864841626,0.02462416890840645,0.04792640752440278,0.01570294199811876,0.05005348847131844
2.287,0.0,0.4347539882026194,0.01934188580082756,0.4880286737431804,0.09094588763305667,0.031531442144455815,0.06113062228757406,0.022102516552882874,0.16917581268010046,0.04934620429725738,0.33322409499105005,0.02618424161270048,0.0002084734504168501,0.041752835848422716,0.028749752180225126,0.037633860700310995
2.777,0.0,0.520723553093947,0.06644693861322433,0.46003390813160544,0.0805560465794562,0.02606227237339182,0.05393465718039645,0.017333902733230624,0.15964927912431623,0.033456482044390466,0.26314299655249007,0.023712883789432603,0.03585343542293775,0.04309693488882319,0.022002401487520782,0.04897929659371483
3.287,0.0,0.2849289261258556,-0.04535411069209716,0.3414163453360793,0.06070472085533652,0.02127596649379759,0.0247513064709521,0.009847682964448656,0.13066812410708206,0.04543587087035313,0.3525699762941142,0.012371088863801808,0.04413353960849055,0.026913518721088603,0.0050433991667050045,0.03672974476236414
3.777,0.0,0.35166858057791245,-0.012631069135694941,0.3708489191908976,0.06139952040316012,0.02725479371433155,0.02822922781677433,0.02094579629568738,0.13099244314241137,0.06239692961618176,0.25700172815304695,0.042508339682937185,0.04590431114178582,0.046667938612210615,0.015949497850343598,0.05825510985774144
4.287,0.0,0.35515453980258854,-0.021282143312775285,0.39542768594063843,0.0692336890869961,0.028412285592993834,0.039339013541438005,0.027792927886771415,0.12208436543597027,0.057034637452363236,0.26154112060656853,0.030179699134126863,0.051377798445306974,0.02181460075614689,0.023734136057406312,0.06893051745290782
4.777,0.0,0.31048748371070556,0.07906405911606201,0.35257289431596456,0.042709263338158956,0.021340236291817288,0.03874933243376459,0.015226769361805925,0.10285688446205929,0.03583701896366679,0.24199660329175124,0.020614407187769534,0.014435989068296247,0.0175907382365377,0.009494009393833025,0.03627614920315081
