ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.01 [],51.777,21.777,30,50
ROI.01 [],104.776,24.775999999999996,80,100
ROI.01 [],125.777,45.777,80,100
ROI.01 [],159.277,29.276999999999987,130,150
ROI.03 [],53.276,23.276000000000003,30,50
ROI.03 [],108.787,28.787000000000006,80,100
ROI.03 [],158.794,28.79400000000001,130,150
ROI.04 [],63.287,33.287,30,50
ROI.04 [],70.277,40.277,30,50
ROI.04 [],113.283,33.283,80,100
ROI.04 [],119.277,39.277,80,100
ROI.04 [],163.788,33.78800000000001,130,150
ROI.04 [],201.777,71.77699999999999,130,150
ROI.05 [],53.276,23.276000000000003,30,50
ROI.05 [],79.786,49.786,30,50
ROI.05 [],106.775,26.775000000000006,80,100
ROI.05 [],153.777,23.776999999999987,130,150
ROI.07 [],52.276,22.276000000000003,30,50
ROI.07 [],109.277,29.277,80,100
ROI.07 [],123.287,43.287000000000006,80,100
ROI.07 [],162.777,32.77699999999999,130,150
ROI.08 [],54.28,24.28,30,50
ROI.08 [],101.777,21.777,80,100
ROI.08 [],152.776,22.77600000000001,130,150
ROI.14 [],51.777,21.777,30,50
ROI.14 [],106.775,26.775000000000006,80,100
ROI.14 [],155.788,25.78800000000001,130,150
ROI.15 [],51.777,21.777,30,50
ROI.15 [],105.783,25.783,80,100
ROI.15 [],153.777,23.776999999999987,130,150
ROI.16 [],51.777,21.777,30,50
ROI.16 [],153.777,23.776999999999987,130,150
ROI.17 [],51.777,21.777,30,50
ROI.17 [],106.775,26.775000000000006,80,100
ROI.17 [],153.777,23.776999999999987,130,150
ROI.19 [],63.778,33.778,30,50
ROI.19 [],69.284,39.284000000000006,30,50
ROI.19 [],113.784,33.784000000000006,80,100
ROI.19 [],118.787,38.787000000000006,80,100
ROI.19 [],164.276,34.27600000000001,130,150
ROI.20 [],62.278,32.278,30,50
ROI.20 [],151.277,21.276999999999987,130,150
ROI.22 [],54.28,24.28,30,50
ROI.22 [],108.787,28.787000000000006,80,100
ROI.22 [],155.788,25.78800000000001,130,150
ROI.24 [],51.277,21.277,30,50
ROI.24 [],101.278,21.278000000000006,80,100
ROI.24 [],151.277,21.276999999999987,130,150
